"time_period","time_identifier","geographic_level","country_code","country_name","version","characteristic_type","characteristic_value","subjects","KS2_Prior","num_U","num_1","num_2","num_3","num_4","num_5","num_6","num_7","num_8","num_9","num_X","num_covid_impacted","all_grades","perc_1","perc_2","perc_3","perc_4","perc_5","perc_6","perc_7","perc_8","perc_9","perc_U","perc_X","per_covid_impacted"
202223,"Academic year","National","E92000001","England","Revised","All Pupils","All Pupils","Art and Design","Less than 80",33,286,496,677,428,223,91,32,22,6,32,1,2327,12.3,21.3,29.1,18.4,9.6,3.9,1.4,0.9,0.3,1.4,1.4,0
202223,"Academic year","National","E92000001","England","Revised","All Pupils","All Pupils","Art and Design","80 - 89.5",116,582,1339,2009,1571,884,350,91,34,13,95,4,7088,8.2,18.9,28.3,22.2,12.5,4.9,1.3,0.5,0.2,1.6,1.3,0.1
202223,"Academic year","National","E92000001","England","Revised","All Pupils","All Pupils","Art and Design","90 - 95.5",148,782,1790,3377,3263,2402,1157,336,152,59,158,12,13636,5.7,13.1,24.8,23.9,17.6,8.5,2.5,1.1,0.4,1.1,1.2,0.1
202223,"Academic year","National","E92000001","England","Revised","All Pupils","All Pupils","Art and Design","96 - 99.5",119,767,1731,3603,4102,3810,2229,815,367,158,155,24,17880,4.3,9.7,20.2,22.9,21.3,12.5,4.6,2.1,0.9,0.7,0.9,0.1
202223,"Academic year","National","E92000001","England","Revised","All Pupils","All Pupils","Art and Design","100 - 102",93,478,1306,2991,3658,3932,2765,1195,537,272,122,16,17365,2.8,7.5,17.2,21.1,22.6,15.9,6.9,3.1,1.6,0.5,0.7,0.1
202223,"Academic year","National","E92000001","England","Revised","All Pupils","All Pupils","Art and Design","102.5 - 104.5",80,486,1424,3133,4277,5056,4186,1985,1017,536,125,35,22340,2.2,6.4,14,19.1,22.6,18.7,8.9,4.6,2.4,0.4,0.6,0.2
202223,"Academic year","National","E92000001","England","Revised","All Pupils","All Pupils","Art and Design","105 - 107",85,461,1158,2869,4003,5181,5187,2792,1528,887,128,35,24314,1.9,4.8,11.8,16.5,21.3,21.3,11.5,6.3,3.6,0.3,0.5,0.1
202223,"Academic year","National","E92000001","England","Revised","All Pupils","All Pupils","Art and Design","107.5 - 109.5",46,252,675,1768,2630,4102,4587,3147,1913,1202,82,45,20449,1.2,3.3,8.6,12.9,20.1,22.4,15.4,9.4,5.9,0.2,0.4,0.2
202223,"Academic year","National","E92000001","England","Revised","All Pupils","All Pupils","Art and Design","110 - 113",25,165,389,1098,1999,3321,4583,3714,2594,2036,50,46,20020,0.8,1.9,5.5,10,16.6,22.9,18.6,13,10.2,0.1,0.2,0.2
202223,"Academic year","National","E92000001","England","Revised","All Pupils","All Pupils","Art and Design","113.5 - 116.5",9,32,126,298,637,1189,1905,1866,1712,1502,33,23,9332,0.3,1.4,3.2,6.8,12.7,20.4,20,18.3,16.1,0.1,0.4,0.2
202223,"Academic year","National","E92000001","England","Revised","All Pupils","All Pupils","Art and Design","117 - 120",3,5,23,37,86,217,381,485,509,609,6,7,2368,0.2,1,1.6,3.6,9.2,16.1,20.5,21.5,25.7,0.1,0.3,0.3
202223,"Academic year","National","E92000001","England","Revised","All Pupils","All Pupils","Biblical Hebrew","80 - 89.5",0,1,0,0,0,0,0,0,0,0,0,0,1,100,0,0,0,0,0,0,0,0,0,0,0
202223,"Academic year","National","E92000001","England","Revised","All Pupils","All Pupils","Biblical Hebrew","90 - 95.5",0,0,1,2,0,0,1,1,0,0,0,0,5,0,20,40,0,0,20,20,0,0,0,0,0
202223,"Academic year","National","E92000001","England","Revised","All Pupils","All Pupils","Biblical Hebrew","96 - 99.5",1,2,0,0,1,2,2,1,1,0,0,0,10,20,0,0,10,20,20,10,10,0,10,0,0
202223,"Academic year","National","E92000001","England","Revised","All Pupils","All Pupils","Biblical Hebrew","100 - 102",1,2,0,2,0,1,2,1,1,0,1,0,11,18.2,0,18.2,0,9.1,18.2,9.1,9.1,0,9.1,9.1,0
202223,"Academic year","National","E92000001","England","Revised","All Pupils","All Pupils","Biblical Hebrew","102.5 - 104.5",0,1,1,1,4,6,0,5,3,0,0,1,22,4.5,4.5,4.5,18.2,27.3,0,22.7,13.6,0,0,0,4.5
202223,"Academic year","National","E92000001","England","Revised","All Pupils","All Pupils","Biblical Hebrew","105 - 107",1,1,0,3,3,6,5,2,2,0,0,0,23,4.3,0,13,13,26.1,21.7,8.7,8.7,0,4.3,0,0
202223,"Academic year","National","E92000001","England","Revised","All Pupils","All Pupils","Biblical Hebrew","107.5 - 109.5",0,1,2,1,0,4,4,3,3,2,0,1,21,4.8,9.5,4.8,0,19,19,14.3,14.3,9.5,0,0,4.8
202223,"Academic year","National","E92000001","England","Revised","All Pupils","All Pupils","Biblical Hebrew","110 - 113",1,1,0,2,3,5,9,8,9,7,0,0,45,2.2,0,4.4,6.7,11.1,20,17.8,20,15.6,2.2,0,0
202223,"Academic year","National","E92000001","England","Revised","All Pupils","All Pupils","Biblical Hebrew","113.5 - 116.5",0,0,0,3,1,1,3,5,3,10,0,0,26,0,0,11.5,3.8,3.8,11.5,19.2,11.5,38.5,0,0,0
202223,"Academic year","National","E92000001","England","Revised","All Pupils","All Pupils","Biblical Hebrew","117 - 120",0,0,0,0,0,0,0,0,2,4,0,0,6,0,0,0,0,0,0,0,33.3,66.7,0,0,0
202223,"Academic year","National","E92000001","England","Revised","All Pupils","All Pupils","Biology","Less than 80",10,99,97,55,19,17,14,8,4,1,8,1,333,29.7,29.1,16.5,5.7,5.1,4.2,2.4,1.2,0.3,3,2.4,0.3
202223,"Academic year","National","E92000001","England","Revised","All Pupils","All Pupils","Biology","80 - 89.5",62,354,327,160,32,14,7,5,1,0,50,3,1015,34.9,32.2,15.8,3.2,1.4,0.7,0.5,0.1,0,6.1,4.9,0.3
202223,"Academic year","National","E92000001","England","Revised","All Pupils","All Pupils","Biology","90 - 95.5",70,309,659,630,201,127,55,18,10,6,62,2,2149,14.4,30.7,29.3,9.4,5.9,2.6,0.8,0.5,0.3,3.3,2.9,0.1
202223,"Academic year","National","E92000001","England","Revised","All Pupils","All Pupils","Biology","96 - 99.5",78,239,693,1304,836,577,235,93,37,9,63,1,4165,5.7,16.6,31.3,20.1,13.9,5.6,2.2,0.9,0.2,1.9,1.5,0
202223,"Academic year","National","E92000001","England","Revised","All Pupils","All Pupils","Biology","100 - 102",88,156,459,1412,1502,1337,626,267,107,47,57,3,6061,2.6,7.6,23.3,24.8,22.1,10.3,4.4,1.8,0.8,1.5,0.9,0
202223,"Academic year","National","E92000001","England","Revised","All Pupils","All Pupils","Biology","102.5 - 104.5",153,126,445,1754,2713,2902,2061,824,375,120,59,15,11547,1.1,3.9,15.2,23.5,25.1,17.8,7.1,3.2,1,1.3,0.5,0.1
202223,"Academic year","National","E92000001","England","Revised","All Pupils","All Pupils","Biology","105 - 107",149,94,326,1667,3706,5439,4874,2371,1159,445,57,42,20329,0.5,1.6,8.2,18.2,26.8,24,11.7,5.7,2.2,0.7,0.3,0.2
202223,"Academic year","National","E92000001","England","Revised","All Pupils","All Pupils","Biology","107.5 - 109.5",133,39,143,1011,3380,6392,7477,4629,2948,1351,50,16,27569,0.1,0.5,3.7,12.3,23.2,27.1,16.8,10.7,4.9,0.5,0.2,0.1
202223,"Academic year","National","E92000001","England","Revised","All Pupils","All Pupils","Biology","110 - 113",64,21,81,607,2387,6351,10676,8917,6979,4721,52,10,40866,0.1,0.2,1.5,5.8,15.5,26.1,21.8,17.1,11.6,0.2,0.1,0
202223,"Academic year","National","E92000001","England","Revised","All Pupils","All Pupils","Biology","113.5 - 116.5",16,7,15,110,633,2182,5031,5874,6358,7083,23,2,27334,0,0.1,0.4,2.3,8,18.4,21.5,23.3,25.9,0.1,0.1,0
202223,"Academic year","National","E92000001","England","Revised","All Pupils","All Pupils","Biology","117 - 120",1,0,2,13,55,269,870,1408,2058,4210,7,0,8893,0,0,0.1,0.6,3,9.8,15.8,23.1,47.3,0,0.1,0
202223,"Academic year","National","E92000001","England","Revised","All Pupils","All Pupils","Business","Less than 80",32,84,70,45,16,25,6,4,2,0,14,0,298,28.2,23.5,15.1,5.4,8.4,2,1.3,0.7,0,10.7,4.7,0
202223,"Academic year","National","E92000001","England","Revised","All Pupils","All Pupils","Business","80 - 89.5",185,480,376,176,40,22,13,0,0,0,30,0,1322,36.3,28.4,13.3,3,1.7,1,0,0,0,14,2.3,0
202223,"Academic year","National","E92000001","England","Revised","All Pupils","All Pupils","Business","90 - 95.5",286,1142,1479,1157,397,204,59,16,7,0,89,5,4841,23.6,30.6,23.9,8.2,4.2,1.2,0.3,0.1,0,5.9,1.8,0.1
202223,"Academic year","National","E92000001","England","Revised","All Pupils","All Pupils","Business","96 - 99.5",260,1144,2078,2786,1332,782,371,93,29,3,132,10,9020,12.7,23,30.9,14.8,8.7,4.1,1,0.3,0,2.9,1.5,0.1
202223,"Academic year","National","E92000001","England","Revised","All Pupils","All Pupils","Business","100 - 102",164,784,1774,3003,2043,1474,845,226,79,15,102,12,10521,7.5,16.9,28.5,19.4,14,8,2.1,0.8,0.1,1.6,1,0.1
202223,"Academic year","National","E92000001","England","Revised","All Pupils","All Pupils","Business","102.5 - 104.5",180,695,1783,3580,3015,2787,1871,600,247,58,124,19,14959,4.6,11.9,23.9,20.2,18.6,12.5,4,1.7,0.4,1.2,0.8,0.1
202223,"Academic year","National","E92000001","England","Revised","All Pupils","All Pupils","Business","105 - 107",100,499,1365,3217,3335,3750,3294,1283,643,185,96,24,17791,2.8,7.7,18.1,18.7,21.1,18.5,7.2,3.6,1,0.6,0.5,0.1
202223,"Academic year","National","E92000001","England","Revised","All Pupils","All Pupils","Business","107.5 - 109.5",46,260,652,1926,2530,3424,3805,2024,1201,448,60,22,16398,1.6,4,11.7,15.4,20.9,23.2,12.3,7.3,2.7,0.3,0.4,0.1
202223,"Academic year","National","E92000001","England","Revised","All Pupils","All Pupils","Business","110 - 113",25,87,353,1098,1611,2732,4218,2877,2141,1168,44,14,16368,0.5,2.2,6.7,9.8,16.7,25.8,17.6,13.1,7.1,0.2,0.3,0.1
202223,"Academic year","National","E92000001","England","Revised","All Pupils","All Pupils","Business","113.5 - 116.5",5,20,52,199,378,848,1711,1602,1680,1259,16,11,7781,0.3,0.7,2.6,4.9,10.9,22,20.6,21.6,16.2,0.1,0.2,0.1
202223,"Academic year","National","E92000001","England","Revised","All Pupils","All Pupils","Business","117 - 120",1,1,4,23,31,105,269,376,506,634,0,6,1956,0.1,0.2,1.2,1.6,5.4,13.8,19.2,25.9,32.4,0.1,0,0.3
202223,"Academic year","National","E92000001","England","Revised","All Pupils","All Pupils","Chemistry","Less than 80",8,48,40,18,15,11,11,11,3,2,8,0,175,27.4,22.9,10.3,8.6,6.3,6.3,6.3,1.7,1.1,4.6,4.6,0
202223,"Academic year","National","E92000001","England","Revised","All Pupils","All Pupils","Chemistry","80 - 89.5",47,262,217,72,29,13,8,2,3,0,28,0,681,38.5,31.9,10.6,4.3,1.9,1.2,0.3,0.4,0,6.9,4.1,0
202223,"Academic year","National","E92000001","England","Revised","All Pupils","All Pupils","Chemistry","90 - 95.5",72,317,538,403,177,104,47,28,10,7,30,2,1735,18.3,31,23.2,10.2,6,2.7,1.6,0.6,0.4,4.1,1.7,0.1
202223,"Academic year","National","E92000001","England","Revised","All Pupils","All Pupils","Chemistry","96 - 99.5",95,283,767,1013,710,481,208,113,50,15,40,6,3781,7.5,20.3,26.8,18.8,12.7,5.5,3,1.3,0.4,2.5,1.1,0.2
202223,"Academic year","National","E92000001","England","Revised","All Pupils","All Pupils","Chemistry","100 - 102",101,190,630,1339,1324,1038,614,275,144,55,40,15,5765,3.3,10.9,23.2,23,18,10.7,4.8,2.5,1,1.8,0.7,0.3
202223,"Academic year","National","E92000001","England","Revised","All Pupils","All Pupils","Chemistry","102.5 - 104.5",165,194,626,1887,2466,2593,1735,891,449,151,62,27,11246,1.7,5.6,16.8,21.9,23.1,15.4,7.9,4,1.3,1.5,0.6,0.2
202223,"Academic year","National","E92000001","England","Revised","All Pupils","All Pupils","Chemistry","105 - 107",226,142,481,1913,3857,5044,4180,2378,1302,482,69,13,20087,0.7,2.4,9.5,19.2,25.1,20.8,11.8,6.5,2.4,1.1,0.3,0.1
202223,"Academic year","National","E92000001","England","Revised","All Pupils","All Pupils","Chemistry","107.5 - 109.5",174,71,252,1420,3631,6273,6539,4536,3051,1396,58,1,27402,0.3,0.9,5.2,13.3,22.9,23.9,16.6,11.1,5.1,0.6,0.2,0
202223,"Academic year","National","E92000001","England","Revised","All Pupils","All Pupils","Chemistry","110 - 113",126,43,142,858,2993,6861,9439,8311,7152,4769,60,2,40756,0.1,0.3,2.1,7.3,16.8,23.2,20.4,17.5,11.7,0.3,0.1,0
202223,"Academic year","National","E92000001","England","Revised","All Pupils","All Pupils","Chemistry","113.5 - 116.5",43,2,33,182,849,2533,4649,5546,6378,7045,28,0,27288,0,0.1,0.7,3.1,9.3,17,20.3,23.4,25.8,0.2,0.1,0
202223,"Academic year","National","E92000001","England","Revised","All Pupils","All Pupils","Chemistry","117 - 120",4,1,6,18,84,358,838,1288,2125,4159,8,0,8889,0,0.1,0.2,0.9,4,9.4,14.5,23.9,46.8,0,0.1,0
202223,"Academic year","National","E92000001","England","Revised","All Pupils","All Pupils","Classical Civilisation","Less than 80",0,1,2,0,0,0,0,0,0,0,0,0,3,33.3,66.7,0,0,0,0,0,0,0,0,0,0
202223,"Academic year","National","E92000001","England","Revised","All Pupils","All Pupils","Classical Civilisation","80 - 89.5",2,6,1,3,1,0,0,0,0,0,0,0,13,46.2,7.7,23.1,7.7,0,0,0,0,0,15.4,0,0
202223,"Academic year","National","E92000001","England","Revised","All Pupils","All Pupils","Classical Civilisation","90 - 95.5",9,11,11,2,5,2,0,0,0,0,3,0,43,25.6,25.6,4.7,11.6,4.7,0,0,0,0,20.9,7,0
202223,"Academic year","National","E92000001","England","Revised","All Pupils","All Pupils","Classical Civilisation","96 - 99.5",6,12,13,19,6,4,5,0,0,0,3,0,68,17.6,19.1,27.9,8.8,5.9,7.4,0,0,0,8.8,4.4,0
202223,"Academic year","National","E92000001","England","Revised","All Pupils","All Pupils","Classical Civilisation","100 - 102",7,14,18,17,13,13,3,2,0,0,1,0,88,15.9,20.5,19.3,14.8,14.8,3.4,2.3,0,0,8,1.1,0
202223,"Academic year","National","E92000001","England","Revised","All Pupils","All Pupils","Classical Civilisation","102.5 - 104.5",8,8,26,42,28,15,8,4,2,0,0,0,141,5.7,18.4,29.8,19.9,10.6,5.7,2.8,1.4,0,5.7,0,0
202223,"Academic year","National","E92000001","England","Revised","All Pupils","All Pupils","Classical Civilisation","105 - 107",1,8,20,37,50,48,27,16,3,3,4,0,217,3.7,9.2,17.1,23,22.1,12.4,7.4,1.4,1.4,0.5,1.8,0
202223,"Academic year","National","E92000001","England","Revised","All Pupils","All Pupils","Classical Civilisation","107.5 - 109.5",4,1,18,29,39,56,43,31,23,6,2,1,253,0.4,7.1,11.5,15.4,22.1,17,12.3,9.1,2.4,1.6,0.8,0.4
202223,"Academic year","National","E92000001","England","Revised","All Pupils","All Pupils","Classical Civilisation","110 - 113",0,5,10,28,46,57,99,65,48,25,2,0,385,1.3,2.6,7.3,11.9,14.8,25.7,16.9,12.5,6.5,0,0.5,0
202223,"Academic year","National","E92000001","England","Revised","All Pupils","All Pupils","Classical Civilisation","113.5 - 116.5",0,1,4,9,15,27,58,60,63,51,1,0,289,0.3,1.4,3.1,5.2,9.3,20.1,20.8,21.8,17.6,0,0.3,0
202223,"Academic year","National","E92000001","England","Revised","All Pupils","All Pupils","Classical Civilisation","117 - 120",0,0,0,2,3,5,16,23,27,29,0,0,105,0,0,1.9,2.9,4.8,15.2,21.9,25.7,27.6,0,0,0
202223,"Academic year","National","E92000001","England","Revised","All Pupils","All Pupils","Classical Greek","100 - 102",0,0,1,0,0,0,0,0,0,0,0,0,1,0,100,0,0,0,0,0,0,0,0,0,0
202223,"Academic year","National","E92000001","England","Revised","All Pupils","All Pupils","Classical Greek","102.5 - 104.5",0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,100,0,0,0,0,0,0
202223,"Academic year","National","E92000001","England","Revised","All Pupils","All Pupils","Classical Greek","105 - 107",0,1,0,1,0,0,0,0,0,0,0,0,2,50,0,50,0,0,0,0,0,0,0,0,0
202223,"Academic year","National","E92000001","England","Revised","All Pupils","All Pupils","Classical Greek","107.5 - 109.5",0,0,0,1,0,0,0,2,0,1,0,0,4,0,0,25,0,0,0,50,0,25,0,0,0
202223,"Academic year","National","E92000001","England","Revised","All Pupils","All Pupils","Classical Greek","110 - 113",1,0,1,3,3,1,1,5,1,3,0,0,19,0,5.3,15.8,15.8,5.3,5.3,26.3,5.3,15.8,5.3,0,0
202223,"Academic year","National","E92000001","England","Revised","All Pupils","All Pupils","Classical Greek","113.5 - 116.5",0,0,2,0,0,1,0,3,10,16,0,0,32,0,6.3,0,0,3.1,0,9.4,31.3,50,0,0,0
202223,"Academic year","National","E92000001","England","Revised","All Pupils","All Pupils","Classical Greek","117 - 120",0,0,0,1,1,2,0,3,7,22,0,1,37,0,0,2.7,2.7,5.4,0,8.1,18.9,59.5,0,0,2.7
202223,"Academic year","National","E92000001","England","Revised","All Pupils","All Pupils","Computer Science","Less than 80",49,54,22,18,20,7,3,3,0,0,7,0,183,29.5,12,9.8,10.9,3.8,1.6,1.6,0,0,26.8,3.8,0
202223,"Academic year","National","E92000001","England","Revised","All Pupils","All Pupils","Computer Science","80 - 89.5",212,325,139,42,24,12,4,2,1,0,33,0,794,40.9,17.5,5.3,3,1.5,0.5,0.3,0.1,0,26.7,4.2,0
202223,"Academic year","National","E92000001","England","Revised","All Pupils","All Pupils","Computer Science","90 - 95.5",452,850,568,298,144,59,31,20,4,0,56,5,2487,34.2,22.8,12,5.8,2.4,1.2,0.8,0.2,0,18.2,2.3,0.2
202223,"Academic year","National","E92000001","England","Revised","All Pupils","All Pupils","Computer Science","96 - 99.5",457,1141,1222,860,416,231,124,48,18,3,81,2,4603,24.8,26.5,18.7,9,5,2.7,1,0.4,0.1,9.9,1.8,0
202223,"Academic year","National","E92000001","England","Revised","All Pupils","All Pupils","Computer Science","100 - 102",368,981,1358,1184,816,468,249,91,45,7,67,4,5638,17.4,24.1,21,14.5,8.3,4.4,1.6,0.8,0.1,6.5,1.2,0.1
202223,"Academic year","National","E92000001","England","Revised","All Pupils","All Pupils","Computer Science","102.5 - 104.5",353,1024,1655,1874,1451,1007,657,252,104,15,86,5,8483,12.1,19.5,22.1,17.1,11.9,7.7,3,1.2,0.2,4.2,1,0.1
202223,"Academic year","National","E92000001","England","Revised","All Pupils","All Pupils","Computer Science","105 - 107",278,886,1596,2233,2126,1860,1292,661,309,64,80,6,11391,7.8,14,19.6,18.7,16.3,11.3,5.8,2.7,0.6,2.4,0.7,0.1
202223,"Academic year","National","E92000001","England","Revised","All Pupils","All Pupils","Computer Science","107.5 - 109.5",148,519,1119,1868,2224,2401,2137,1222,694,204,58,9,12603,4.1,8.9,14.8,17.6,19.1,17,9.7,5.5,1.6,1.2,0.5,0.1
202223,"Academic year","National","E92000001","England","Revised","All Pupils","All Pupils","Computer Science","110 - 113",67,279,681,1378,1951,2634,3244,2451,1918,767,50,22,15442,1.8,4.4,8.9,12.6,17.1,21,15.9,12.4,5,0.4,0.3,0.1
202223,"Academic year","National","E92000001","England","Revised","All Pupils","All Pupils","Computer Science","113.5 - 116.5",14,47,151,368,641,1175,1855,1916,2063,1302,19,9,9560,0.5,1.6,3.8,6.7,12.3,19.4,20,21.6,13.6,0.1,0.2,0.1
202223,"Academic year","National","E92000001","England","Revised","All Pupils","All Pupils","Computer Science","117 - 120",3,8,15,51,82,177,424,589,883,980,5,0,3217,0.2,0.5,1.6,2.5,5.5,13.2,18.3,27.4,30.5,0.1,0.2,0
202223,"Academic year","National","E92000001","England","Revised","All Pupils","All Pupils","Dance","Less than 80",2,7,10,3,1,0,0,0,0,0,0,0,23,30.4,43.5,13,4.3,0,0,0,0,0,8.7,0,0
202223,"Academic year","National","E92000001","England","Revised","All Pupils","All Pupils","Dance","80 - 89.5",6,21,44,26,15,8,3,1,0,0,3,0,127,16.5,34.6,20.5,11.8,6.3,2.4,0.8,0,0,4.7,2.4,0
202223,"Academic year","National","E92000001","England","Revised","All Pupils","All Pupils","Dance","90 - 95.5",14,29,69,107,46,35,23,5,4,2,10,1,345,8.4,20,31,13.3,10.1,6.7,1.4,1.2,0.6,4.1,2.9,0.3
202223,"Academic year","National","E92000001","England","Revised","All Pupils","All Pupils","Dance","96 - 99.5",20,32,75,151,129,80,64,27,16,0,8,3,605,5.3,12.4,25,21.3,13.2,10.6,4.5,2.6,0,3.3,1.3,0.5
202223,"Academic year","National","E92000001","England","Revised","All Pupils","All Pupils","Dance","100 - 102",15,20,88,138,115,113,84,40,19,11,5,0,648,3.1,13.6,21.3,17.7,17.4,13,6.2,2.9,1.7,2.3,0.8,0
202223,"Academic year","National","E92000001","England","Revised","All Pupils","All Pupils","Dance","102.5 - 104.5",7,18,68,190,152,171,137,81,57,21,5,4,911,2,7.5,20.9,16.7,18.8,15,8.9,6.3,2.3,0.8,0.5,0.4
202223,"Academic year","National","E92000001","England","Revised","All Pupils","All Pupils","Dance","105 - 107",9,14,43,134,177,205,211,129,90,25,3,5,1045,1.3,4.1,12.8,16.9,19.6,20.2,12.3,8.6,2.4,0.9,0.3,0.5
202223,"Academic year","National","E92000001","England","Revised","All Pupils","All Pupils","Dance","107.5 - 109.5",3,9,33,98,137,185,180,129,101,66,4,7,952,0.9,3.5,10.3,14.4,19.4,18.9,13.6,10.6,6.9,0.3,0.4,0.7
202223,"Academic year","National","E92000001","England","Revised","All Pupils","All Pupils","Dance","110 - 113",2,3,12,66,94,157,181,161,137,75,2,1,891,0.3,1.3,7.4,10.5,17.6,20.3,18.1,15.4,8.4,0.2,0.2,0.1
202223,"Academic year","National","E92000001","England","Revised","All Pupils","All Pupils","Dance","113.5 - 116.5",0,1,3,12,24,62,97,87,86,74,2,5,453,0.2,0.7,2.6,5.3,13.7,21.4,19.2,19,16.3,0,0.4,1.1
202223,"Academic year","National","E92000001","England","Revised","All Pupils","All Pupils","Dance","117 - 120",0,0,0,0,4,10,20,23,25,21,0,1,104,0,0,0,3.8,9.6,19.2,22.1,24,20.2,0,0,1
202223,"Academic year","National","E92000001","England","Revised","All Pupils","All Pupils","Design and Technology","Less than 80",33,130,143,102,29,16,6,2,0,0,6,0,467,27.8,30.6,21.8,6.2,3.4,1.3,0.4,0,0,7.1,1.3,0
202223,"Academic year","National","E92000001","England","Revised","All Pupils","All Pupils","Design and Technology","80 - 89.5",191,547,734,525,173,70,22,5,0,0,20,1,2288,23.9,32.1,22.9,7.6,3.1,1,0.2,0,0,8.3,0.9,0
202223,"Academic year","National","E92000001","England","Revised","All Pupils","All Pupils","Design and Technology","90 - 95.5",285,826,1359,1442,641,326,134,26,8,0,36,5,5088,16.2,26.7,28.3,12.6,6.4,2.6,0.5,0.2,0,5.6,0.7,0.1
202223,"Academic year","National","E92000001","England","Revised","All Pupils","All Pupils","Design and Technology","96 - 99.5",246,777,1516,2099,1378,853,432,133,25,5,37,3,7504,10.4,20.2,28,18.4,11.4,5.8,1.8,0.3,0.1,3.3,0.5,0
202223,"Academic year","National","E92000001","England","Revised","All Pupils","All Pupils","Design and Technology","100 - 102",194,577,1168,1928,1426,1175,697,250,81,22,34,4,7556,7.6,15.5,25.5,18.9,15.6,9.2,3.3,1.1,0.3,2.6,0.4,0.1
202223,"Academic year","National","E92000001","England","Revised","All Pupils","All Pupils","Design and Technology","102.5 - 104.5",194,557,1069,2107,1896,1774,1251,485,209,34,36,11,9623,5.8,11.1,21.9,19.7,18.4,13,5,2.2,0.4,2,0.4,0.1
202223,"Academic year","National","E92000001","England","Revised","All Pupils","All Pupils","Design and Technology","105 - 107",124,374,870,1734,1927,2038,1863,937,410,102,37,7,10423,3.6,8.3,16.6,18.5,19.6,17.9,9,3.9,1,1.2,0.4,0.1
202223,"Academic year","National","E92000001","England","Revised","All Pupils","All Pupils","Design and Technology","107.5 - 109.5",66,219,513,1173,1391,1842,1994,1203,662,249,22,7,9341,2.3,5.5,12.6,14.9,19.7,21.3,12.9,7.1,2.7,0.7,0.2,0.1
202223,"Academic year","National","E92000001","England","Revised","All Pupils","All Pupils","Design and Technology","110 - 113",43,109,256,686,956,1542,2124,1670,1278,617,12,5,9298,1.2,2.8,7.4,10.3,16.6,22.8,18,13.7,6.6,0.5,0.1,0.1
202223,"Academic year","National","E92000001","England","Revised","All Pupils","All Pupils","Design and Technology","113.5 - 116.5",10,22,47,166,255,490,931,1025,1023,725,6,3,4703,0.5,1,3.5,5.4,10.4,19.8,21.8,21.8,15.4,0.2,0.1,0.1
