time_period,time_identifier,geographic_level,country_code,country_name,version,characteristic_type,characteristic_value,subjects,KS2_Prior,num_U,num_1,num_2,num_3,num_4,num_5,num_6,num_7,num_8,num_9,num_X,All_Grades,perc_U,perc_1,perc_2,perc_3,perc_4,perc_5,perc_6,perc_7,perc_8,perc_9
202021,Academic year,National,E92000001,England,Final,EAL,Non EAL Pupils,Engineering,113.5 - 116.5,1,0,2,0,3,17,31,41,54,44,0,193,0.5,0,1,0,1.6,8.8,16.1,21.2,28,22.8
202021,Academic year,National,E92000001,England,Final,EAL,Non EAL Pupils,Engineering,117 - 120,0,0,0,0,1,1,5,9,13,14,0,43,0,0,0,0,2.3,2.3,11.6,20.9,30.2,32.6
202021,Academic year,National,E92000001,England,Final,EAL,Non EAL Pupils,English Language,Less than 80,161,666,1155,866,257,78,24,4,0,1,50,3262,5,20.7,36,27,8,2.4,0.7,0.1,0,0
202021,Academic year,National,E92000001,England,Final,EAL,Non EAL Pupils,English Language,80 - 89.5,530,1893,5087,6615,3054,749,153,29,3,2,132,18247,2.9,10.4,28.1,36.5,16.9,4.1,0.8,0.2,0,0
202021,Academic year,National,E92000001,England,Final,EAL,Non EAL Pupils,English Language,90 - 95.5,780,1830,6217,15033,14445,6584,1985,436,89,14,219,47632,1.6,3.9,13.1,31.7,30.5,13.9,4.2,0.9,0.2,0
202021,Academic year,National,E92000001,England,Final,EAL,Non EAL Pupils,English Language,96 - 99.5,573,1171,3882,13169,20601,16548,7502,2184,552,111,194,66487,0.9,1.8,5.9,19.9,31.1,25,11.3,3.3,0.8,0.2
202021,Academic year,National,E92000001,England,Final,EAL,Non EAL Pupils,English Language,100 - 102,382,680,2029,7693,15581,17523,11436,4160,1270,320,133,61207,0.6,1.1,3.3,12.6,25.5,28.7,18.7,6.8,2.1,0.5
202021,Academic year,National,E92000001,England,Final,EAL,Non EAL Pupils,English Language,102.5 - 104.5,273,440,1419,5359,12755,18763,16734,7851,2850,814,120,67378,0.4,0.7,2.1,8,19,27.9,24.9,11.7,4.2,1.2
202021,Academic year,National,E92000001,England,Final,EAL,Non EAL Pupils,English Language,105 - 107,185,249,749,2960,7884,14891,17864,11363,5376,1833,58,63412,0.3,0.4,1.2,4.7,12.4,23.5,28.2,17.9,8.5,2.9
202021,Academic year,National,E92000001,England,Final,EAL,Non EAL Pupils,English Language,107.5 - 109.5,100,130,314,1240,3676,8582,14213,12503,7423,3323,36,51540,0.2,0.3,0.6,2.4,7.1,16.7,27.6,24.3,14.4,6.5
202021,Academic year,National,E92000001,England,Final,EAL,Non EAL Pupils,English Language,110 - 113,52,64,155,473,1677,4526,10080,12580,10504,6609,26,46746,0.1,0.1,0.3,1,3.6,9.7,21.6,26.9,22.5,14.1
202021,Academic year,National,E92000001,England,Final,EAL,Non EAL Pupils,English Language,113.5 - 116.5,13,16,25,74,240,807,2574,4917,6128,6185,8,20987,0.1,0.1,0.1,0.4,1.1,3.8,12.3,23.4,29.2,29.5
202021,Academic year,National,E92000001,England,Final,EAL,Non EAL Pupils,English Language,117 - 120,1,1,3,7,31,87,290,748,1381,2380,2,4931,0,0,0.1,0.1,0.6,1.8,5.9,15.2,28,48.3
202021,Academic year,National,E92000001,England,Final,EAL,Non EAL Pupils,English Literature,Less than 80,176,710,892,644,233,71,17,4,1,1,32,2781,6.4,25.8,32.4,23.4,8.5,2.6,0.6,0.1,0,0
202021,Academic year,National,E92000001,England,Final,EAL,Non EAL Pupils,English Literature,80 - 89.5,793,2633,4769,5046,2852,785,134,31,3,0,158,17204,4.7,15.4,28,29.6,16.7,4.6,0.8,0.2,0,0
202021,Academic year,National,E92000001,England,Final,EAL,Non EAL Pupils,English Literature,90 - 95.5,1161,2754,7114,12873,13509,6226,1925,435,86,17,247,46347,2.5,6,15.4,27.9,29.3,13.5,4.2,0.9,0.2,0
202021,Academic year,National,E92000001,England,Final,EAL,Non EAL Pupils,English Literature,96 - 99.5,889,1888,5073,12528,19815,15351,6928,2117,532,105,259,65485,1.4,2.9,7.8,19.2,30.4,23.5,10.6,3.2,0.8,0.2
202021,Academic year,National,E92000001,England,Final,EAL,Non EAL Pupils,English Literature,100 - 102,620,1034,2899,7724,15421,16932,10303,3914,1212,313,180,60552,1,1.7,4.8,12.8,25.5,28,17.1,6.5,2,0.5
202021,Academic year,National,E92000001,England,Final,EAL,Non EAL Pupils,English Literature,102.5 - 104.5,468,728,2017,5751,13017,18567,15430,7341,2650,763,164,66896,0.7,1.1,3,8.6,19.5,27.8,23.1,11,4,1.1
202021,Academic year,National,E92000001,England,Final,EAL,Non EAL Pupils,English Literature,105 - 107,307,412,1134,3273,8588,15346,16809,10711,4755,1627,115,63077,0.5,0.7,1.8,5.2,13.6,24.4,26.7,17,7.6,2.6
202021,Academic year,National,E92000001,England,Final,EAL,Non EAL Pupils,English Literature,107.5 - 109.5,182,196,487,1449,4297,9356,13788,11959,6727,2852,70,51363,0.4,0.4,0.9,2.8,8.4,18.2,26.9,23.3,13.1,5.6
202021,Academic year,National,E92000001,England,Final,EAL,Non EAL Pupils,English Literature,110 - 113,102,76,228,625,2048,5193,10306,12633,9654,5691,39,46595,0.2,0.2,0.5,1.3,4.4,11.2,22.1,27.1,20.7,12.2
202021,Academic year,National,E92000001,England,Final,EAL,Non EAL Pupils,English Literature,113.5 - 116.5,19,11,32,100,347,1076,2862,5144,5942,5413,16,20962,0.1,0.1,0.2,0.5,1.7,5.1,13.7,24.6,28.4,25.8
202021,Academic year,National,E92000001,England,Final,EAL,Non EAL Pupils,English Literature,117 - 120,3,3,7,9,28,108,350,876,1344,2188,4,4920,0.1,0.1,0.1,0.2,0.6,2.2,7.1,17.8,27.3,44.5
202021,Academic year,National,E92000001,England,Final,EAL,Non EAL Pupils,Food Preparation and Nutrition,Less than 80,15,56,143,144,72,24,8,4,1,0,9,476,3.2,12,30.6,30.8,15.4,5.1,1.7,0.9,0.2,0
202021,Academic year,National,E92000001,England,Final,EAL,Non EAL Pupils,Food Preparation and Nutrition,80 - 89.5,69,183,541,792,575,180,71,25,6,1,9,2452,2.8,7.5,22.1,32.4,23.5,7.4,2.9,1,0.2,0
202021,Academic year,National,E92000001,England,Final,EAL,Non EAL Pupils,Food Preparation and Nutrition,90 - 95.5,98,227,703,1549,1631,1005,463,158,51,22,24,5931,1.7,3.8,11.9,26.2,27.6,17,7.8,2.7,0.9,0.4
202021,Academic year,National,E92000001,England,Final,EAL,Non EAL Pupils,Food Preparation and Nutrition,96 - 99.5,88,172,483,1287,1883,1706,1023,530,196,64,18,7450,1.2,2.3,6.5,17.3,25.3,23,13.8,7.1,2.6,0.9
202021,Academic year,National,E92000001,England,Final,EAL,Non EAL Pupils,Food Preparation and Nutrition,100 - 102,47,96,302,777,1279,1376,1131,567,284,104,11,5974,0.8,1.6,5.1,13,21.4,23.1,19,9.5,4.8,1.7
202021,Academic year,National,E92000001,England,Final,EAL,Non EAL Pupils,Food Preparation and Nutrition,102.5 - 104.5,35,60,176,504,982,1273,1377,874,488,200,14,5983,0.6,1,2.9,8.4,16.5,21.3,23.1,14.6,8.2,3.4
202021,Academic year,National,E92000001,England,Final,EAL,Non EAL Pupils,Food Preparation and Nutrition,105 - 107,20,32,112,278,603,969,1116,965,592,304,6,4997,0.4,0.6,2.2,5.6,12.1,19.4,22.4,19.3,11.9,6.1
202021,Academic year,National,E92000001,England,Final,EAL,Non EAL Pupils,Food Preparation and Nutrition,107.5 - 109.5,10,20,50,148,312,497,776,776,613,381,3,3586,0.3,0.6,1.4,4.1,8.7,13.9,21.7,21.7,17.1,10.6
202021,Academic year,National,E92000001,England,Final,EAL,Non EAL Pupils,Food Preparation and Nutrition,110 - 113,6,6,20,51,126,263,456,646,706,550,4,2834,0.2,0.2,0.7,1.8,4.5,9.3,16.1,22.8,24.9,19.4
202021,Academic year,National,E92000001,England,Final,EAL,Non EAL Pupils,Food Preparation and Nutrition,113.5 - 116.5,2,4,2,11,20,61,106,188,301,330,1,1026,0.2,0.4,0.2,1.1,2,6,10.3,18.3,29.4,32.2
202021,Academic year,National,E92000001,England,Final,EAL,Non EAL Pupils,Food Preparation and Nutrition,117 - 120,0,1,0,3,2,2,17,25,60,110,0,220,0,0.5,0,1.4,0.9,0.9,7.7,11.4,27.3,50
202021,Academic year,National,E92000001,England,Final,EAL,Non EAL Pupils,French,Less than 80,3,15,13,10,4,5,0,2,2,1,0,55,5.5,27.3,23.6,18.2,7.3,9.1,0,3.6,3.6,1.8
202021,Academic year,National,E92000001,England,Final,EAL,Non EAL Pupils,French,80 - 89.5,19,117,227,217,77,30,6,2,3,0,9,707,2.7,16.8,32.5,31.1,11,4.3,0.9,0.3,0.4,0
202021,Academic year,National,E92000001,England,Final,EAL,Non EAL Pupils,French,90 - 95.5,44,235,666,1189,904,461,64,44,21,8,19,3655,1.2,6.5,18.3,32.7,24.9,12.7,1.8,1.2,0.6,0.2
202021,Academic year,National,E92000001,England,Final,EAL,Non EAL Pupils,French,96 - 99.5,65,285,874,2170,2447,1704,340,205,109,40,20,8259,0.8,3.5,10.6,26.3,29.7,20.7,4.1,2.5,1.3,0.5
202021,Academic year,National,E92000001,England,Final,EAL,Non EAL Pupils,French,100 - 102,51,216,708,1959,2823,2670,728,467,204,66,25,9917,0.5,2.2,7.2,19.8,28.5,27,7.4,4.7,2.1,0.7
202021,Academic year,National,E92000001,England,Final,EAL,Non EAL Pupils,French,102.5 - 104.5,66,174,658,2036,3506,4039,1510,989,504,197,16,13695,0.5,1.3,4.8,14.9,25.6,29.5,11,7.2,3.7,1.4
202021,Academic year,National,E92000001,England,Final,EAL,Non EAL Pupils,French,105 - 107,46,123,481,1636,3034,4244,2319,1865,982,482,17,15229,0.3,0.8,3.2,10.8,19.9,27.9,15.2,12.3,6.5,3.2
202021,Academic year,National,E92000001,England,Final,EAL,Non EAL Pupils,French,107.5 - 109.5,34,51,217,951,2016,3545,2658,2478,1509,816,21,14296,0.2,0.4,1.5,6.7,14.1,24.8,18.6,17.4,10.6,5.7
202021,Academic year,National,E92000001,England,Final,EAL,Non EAL Pupils,French,110 - 113,16,23,106,500,1293,2557,2581,3259,2723,1703,18,14779,0.1,0.2,0.7,3.4,8.8,17.3,17.5,22.1,18.4,11.5
202021,Academic year,National,E92000001,England,Final,EAL,Non EAL Pupils,French,113.5 - 116.5,5,5,22,76,241,707,967,1603,1942,1979,2,7549,0.1,0.1,0.3,1,3.2,9.4,12.8,21.2,25.7,26.2
202021,Academic year,National,E92000001,England,Final,EAL,Non EAL Pupils,French,117 - 120,1,1,3,12,21,73,110,302,547,966,0,2036,0,0,0.1,0.6,1,3.6,5.4,14.8,26.9,47.4
202021,Academic year,National,E92000001,England,Final,EAL,Non EAL Pupils,Geography,Less than 80,98,337,290,138,46,19,6,5,2,2,10,953,10.4,35.7,30.8,14.6,4.9,2,0.6,0.5,0.2,0.2
202021,Academic year,National,E92000001,England,Final,EAL,Non EAL Pupils,Geography,80 - 89.5,389,1733,2166,1430,566,177,62,16,8,1,58,6606,5.9,26.5,33.1,21.8,8.6,2.7,0.9,0.2,0.1,0
202021,Academic year,National,E92000001,England,Final,EAL,Non EAL Pupils,Geography,90 - 95.5,506,2261,4600,5646,3896,1812,743,256,72,23,84,19899,2.6,11.4,23.2,28.5,19.7,9.1,3.7,1.3,0.4,0.1
202021,Academic year,National,E92000001,England,Final,EAL,Non EAL Pupils,Geography,96 - 99.5,363,1485,3648,6735,7185,4937,2930,1173,392,102,78,29028,1.3,5.1,12.6,23.3,24.8,17.1,10.1,4.1,1.4,0.4
202021,Academic year,National,E92000001,England,Final,EAL,Non EAL Pupils,Geography,100 - 102,236,712,1975,4458,6138,5851,4166,2178,954,294,67,27029,0.9,2.6,7.3,16.5,22.8,21.7,15.5,8.1,3.5,1.1
202021,Academic year,National,E92000001,England,Final,EAL,Non EAL Pupils,Geography,102.5 - 104.5,152,468,1310,3296,5367,6660,6328,4040,2124,744,52,30541,0.5,1.5,4.3,10.8,17.6,21.8,20.8,13.3,7,2.4
202021,Academic year,National,E92000001,England,Final,EAL,Non EAL Pupils,Geography,105 - 107,98,255,674,1773,3392,5411,6761,5611,3564,1630,31,29200,0.3,0.9,2.3,6.1,11.6,18.6,23.2,19.2,12.2,5.6
202021,Academic year,National,E92000001,England,Final,EAL,Non EAL Pupils,Geography,107.5 - 109.5,49,114,248,749,1708,3148,5112,5676,4795,2759,14,24372,0.2,0.5,1,3.1,7,12.9,21,23.3,19.7,11.3
202021,Academic year,National,E92000001,England,Final,EAL,Non EAL Pupils,Geography,110 - 113,20,38,91,278,670,1660,3259,5275,6009,4938,8,22246,0.1,0.2,0.4,1.3,3,7.5,14.7,23.7,27,22.2
202021,Academic year,National,E92000001,England,Final,EAL,Non EAL Pupils,Geography,113.5 - 116.5,8,6,15,41,101,325,664,1746,2962,4312,2,10182,0.1,0.1,0.1,0.4,1,3.2,6.5,17.2,29.1,42.4
202021,Academic year,National,E92000001,England,Final,EAL,Non EAL Pupils,Geography,117 - 120,0,0,2,4,12,23,58,247,582,1520,3,2451,0,0,0.1,0.2,0.5,0.9,2.4,10.1,23.8,62.1
202021,Academic year,National,E92000001,England,Final,EAL,Non EAL Pupils,German,Less than 80,0,2,3,1,0,1,0,0,1,0,0,8,0,25,37.5,12.5,0,12.5,0,0,12.5,0
202021,Academic year,National,E92000001,England,Final,EAL,Non EAL Pupils,German,80 - 89.5,1,17,51,41,20,7,0,0,0,0,0,137,0.7,12.4,37.2,29.9,14.6,5.1,0,0,0,0
202021,Academic year,National,E92000001,England,Final,EAL,Non EAL Pupils,German,90 - 95.5,15,42,137,243,190,99,21,6,4,3,3,763,2,5.5,18,32,25,13,2.8,0.8,0.5,0.4
202021,Academic year,National,E92000001,England,Final,EAL,Non EAL Pupils,German,96 - 99.5,14,50,181,510,595,404,111,48,19,8,3,1943,0.7,2.6,9.3,26.3,30.7,20.8,5.7,2.5,1,0.4
202021,Academic year,National,E92000001,England,Final,EAL,Non EAL Pupils,German,100 - 102,10,37,159,488,713,701,200,122,54,22,3,2509,0.4,1.5,6.3,19.5,28.5,28,8,4.9,2.2,0.9
202021,Academic year,National,E92000001,England,Final,EAL,Non EAL Pupils,German,102.5 - 104.5,18,38,137,522,905,1126,498,298,135,51,6,3734,0.5,1,3.7,14,24.3,30.2,13.4,8,3.6,1.4
202021,Academic year,National,E92000001,England,Final,EAL,Non EAL Pupils,German,105 - 107,10,21,103,423,925,1265,870,592,262,117,8,4596,0.2,0.5,2.2,9.2,20.2,27.6,19,12.9,5.7,2.6
202021,Academic year,National,E92000001,England,Final,EAL,Non EAL Pupils,German,107.5 - 109.5,9,11,61,257,647,1153,1018,835,514,217,6,4728,0.2,0.2,1.3,5.4,13.7,24.4,21.6,17.7,10.9,4.6
202021,Academic year,National,E92000001,England,Final,EAL,Non EAL Pupils,German,110 - 113,2,6,27,152,457,991,1087,1332,935,670,2,5661,0,0.1,0.5,2.7,8.1,17.5,19.2,23.5,16.5,11.8
202021,Academic year,National,E92000001,England,Final,EAL,Non EAL Pupils,German,113.5 - 116.5,3,0,7,35,103,293,487,715,850,839,1,3333,0.1,0,0.2,1.1,3.1,8.8,14.6,21.5,25.5,25.2
202021,Academic year,National,E92000001,England,Final,EAL,Non EAL Pupils,German,117 - 120,0,0,0,7,10,33,87,156,236,464,0,993,0,0,0,0.7,1,3.3,8.8,15.7,23.8,46.7
202021,Academic year,National,E92000001,England,Final,EAL,Non EAL Pupils,History,Less than 80,65,195,251,118,46,23,15,2,2,2,9,728,9,27.1,34.9,16.4,6.4,3.2,2.1,0.3,0.3,0.3
202021,Academic year,National,E92000001,England,Final,EAL,Non EAL Pupils,History,80 - 89.5,505,1485,1932,1500,661,201,70,11,5,1,54,6425,7.9,23.3,30.3,23.5,10.4,3.2,1.1,0.2,0.1,0
202021,Academic year,National,E92000001,England,Final,EAL,Non EAL Pupils,History,90 - 95.5,833,2408,4298,5400,3870,2011,875,285,74,10,100,20164,4.2,12,21.4,26.9,19.3,10,4.4,1.4,0.4,0
202021,Academic year,National,E92000001,England,Final,EAL,Non EAL Pupils,History,96 - 99.5,702,1982,3991,6868,7231,5221,3012,1337,488,135,126,31093,2.3,6.4,12.9,22.2,23.4,16.9,9.7,4.3,1.6,0.4
202021,Academic year,National,E92000001,England,Final,EAL,Non EAL Pupils,History,100 - 102,487,1128,2557,4792,6541,6276,4448,2474,1070,318,80,30171,1.6,3.7,8.5,15.9,21.7,20.9,14.8,8.2,3.6,1.1
202021,Academic year,National,E92000001,England,Final,EAL,Non EAL Pupils,History,102.5 - 104.5,337,849,1768,3790,5741,7168,6721,4308,2258,800,75,33815,1,2.5,5.2,11.2,17,21.2,19.9,12.8,6.7,2.4
202021,Academic year,National,E92000001,England,Final,EAL,Non EAL Pupils,History,105 - 107,184,493,1005,2226,4216,6058,7233,6023,3701,1660,48,32847,0.6,1.5,3.1,6.8,12.9,18.5,22.1,18.4,11.3,5.1
202021,Academic year,National,E92000001,England,Final,EAL,Non EAL Pupils,History,107.5 - 109.5,105,191,430,965,2228,3762,5648,6057,4712,2750,36,26884,0.4,0.7,1.6,3.6,8.3,14,21,22.6,17.6,10.2
202021,Academic year,National,E92000001,England,Final,EAL,Non EAL Pupils,History,110 - 113,48,77,207,466,1068,2179,4202,5875,6292,5161,26,25601,0.2,0.3,0.8,1.8,4.2,8.5,16.4,23,24.6,20.2
202021,Academic year,National,E92000001,England,Final,EAL,Non EAL Pupils,History,113.5 - 116.5,8,17,34,70,215,453,1043,2118,3395,4475,7,11835,0.1,0.1,0.3,0.6,1.8,3.8,8.8,17.9,28.7,37.8
202021,Academic year,National,E92000001,England,Final,EAL,Non EAL Pupils,History,117 - 120,0,1,3,9,19,48,101,304,668,1608,0,2761,0,0,0.1,0.3,0.7,1.7,3.7,11,24.2,58.2
202021,Academic year,National,E92000001,England,Final,EAL,Non EAL Pupils,Mathematics,Less than 80,449,1501,772,303,165,45,7,6,1,3,55,3307,13.8,46.2,23.7,9.3,5.1,1.4,0.2,0.2,0,0.1
202021,Academic year,National,E92000001,England,Final,EAL,Non EAL Pupils,Mathematics,80 - 89.5,1133,6190,5753,3147,1575,353,16,10,3,1,145,18326,6.2,34,31.6,17.3,8.7,1.9,0.1,0.1,0,0
202021,Academic year,National,E92000001,England,Final,EAL,Non EAL Pupils,Mathematics,90 - 95.5,848,5597,10973,12502,11954,4898,537,169,54,9,211,47752,1.8,11.8,23.1,26.3,25.1,10.3,1.1,0.4,0.1,0
202021,Academic year,National,E92000001,England,Final,EAL,Non EAL Pupils,Mathematics,96 - 99.5,545,2726,7412,13319,22605,14868,3177,1324,361,84,190,66611,0.8,4.1,11.2,20.1,34,22.4,4.8,2,0.5,0.1
202021,Academic year,National,E92000001,England,Final,EAL,Non EAL Pupils,Mathematics,100 - 102,328,1105,3339,7712,19298,18954,6293,2930,959,232,122,61272,0.5,1.8,5.5,12.6,31.6,31,10.3,4.8,1.6,0.4
202021,Academic year,National,E92000001,England,Final,EAL,Non EAL Pupils,Mathematics,102.5 - 104.5,221,620,1939,4962,16009,22200,11521,6639,2589,621,118,67439,0.3,0.9,2.9,7.4,23.8,33,17.1,9.9,3.8,0.9
202021,Academic year,National,E92000001,England,Final,EAL,Non EAL Pupils,Mathematics,105 - 107,128,286,904,2447,9988,18115,14093,10520,5293,1628,53,63455,0.2,0.5,1.4,3.9,15.8,28.6,22.2,16.6,8.3,2.6
202021,Academic year,National,E92000001,England,Final,EAL,Non EAL Pupils,Mathematics,107.5 - 109.5,70,100,331,885,4479,10322,11877,12032,7971,3453,37,51557,0.1,0.2,0.6,1.7,8.7,20,23.1,23.4,15.5,6.7
202021,Academic year,National,E92000001,England,Final,EAL,Non EAL Pupils,Mathematics,110 - 113,35,46,104,276,1679,5145,8395,12120,11430,7508,21,46759,0.1,0.1,0.2,0.6,3.6,11,18,25.9,24.5,16.1
202021,Academic year,National,E92000001,England,Final,EAL,Non EAL Pupils,Mathematics,113.5 - 116.5,7,5,6,36,210,789,1914,4256,6477,7286,6,20992,0,0,0,0.2,1,3.8,9.1,20.3,30.9,34.7
202021,Academic year,National,E92000001,England,Final,EAL,Non EAL Pupils,Mathematics,117 - 120,1,0,0,2,16,43,158,499,1172,3036,1,4928,0,0,0,0,0.3,0.9,3.2,10.1,23.8,61.6
202021,Academic year,National,E92000001,England,Final,EAL,Non EAL Pupils,Media Studies,Less than 80,10,16,33,35,18,7,1,1,0,0,0,121,8.3,13.2,27.3,28.9,14.9,5.8,0.8,0.8,0,0
202021,Academic year,National,E92000001,England,Final,EAL,Non EAL Pupils,Media Studies,80 - 89.5,52,134,212,276,176,61,16,5,1,0,4,937,5.6,14.4,22.7,29.6,18.9,6.5,1.7,0.5,0.1,0
202021,Academic year,National,E92000001,England,Final,EAL,Non EAL Pupils,Media Studies,90 - 95.5,68,223,427,732,787,471,248,72,22,8,2,3060,2.2,7.3,14,23.9,25.7,15.4,8.1,2.4,0.7,0.3
202021,Academic year,National,E92000001,England,Final,EAL,Non EAL Pupils,Media Studies,96 - 99.5,72,147,377,753,1120,1003,637,285,117,33,3,4547,1.6,3.2,8.3,16.6,24.6,22.1,14,6.3,2.6,0.7
202021,Academic year,National,E92000001,England,Final,EAL,Non EAL Pupils,Media Studies,100 - 102,50,104,197,469,852,989,846,390,179,75,7,4158,1.2,2.5,4.7,11.3,20.5,23.8,20.4,9.4,4.3,1.8
202021,Academic year,National,E92000001,England,Final,EAL,Non EAL Pupils,Media Studies,102.5 - 104.5,34,66,136,340,672,904,1034,592,329,141,3,4251,0.8,1.6,3.2,8,15.8,21.3,24.3,13.9,7.7,3.3
202021,Academic year,National,E92000001,England,Final,EAL,Non EAL Pupils,Media Studies,105 - 107,19,38,77,206,441,621,881,660,438,243,5,3629,0.5,1,2.1,5.7,12.2,17.1,24.3,18.2,12.1,6.7
202021,Academic year,National,E92000001,England,Final,EAL,Non EAL Pupils,Media Studies,107.5 - 109.5,12,21,32,84,225,379,608,591,467,307,0,2726,0.4,0.8,1.2,3.1,8.3,13.9,22.3,21.7,17.1,11.3
202021,Academic year,National,E92000001,England,Final,EAL,Non EAL Pupils,Media Studies,110 - 113,9,8,22,56,101,214,341,436,501,435,0,2123,0.4,0.4,1,2.6,4.8,10.1,16.1,20.5,23.6,20.5
202021,Academic year,National,E92000001,England,Final,EAL,Non EAL Pupils,Media Studies,113.5 - 116.5,0,0,6,10,15,52,73,132,177,238,0,703,0,0,0.9,1.4,2.1,7.4,10.4,18.8,25.2,33.9
202021,Academic year,National,E92000001,England,Final,EAL,Non EAL Pupils,Media Studies,117 - 120,0,0,0,1,3,2,10,16,26,51,0,109,0,0,0,0.9,2.8,1.8,9.2,14.7,23.9,46.8
202021,Academic year,National,E92000001,England,Final,EAL,Non EAL Pupils,Music,Less than 80,7,10,23,30,13,3,3,0,0,0,0,89,7.9,11.2,25.8,33.7,14.6,3.4,3.4,0,0,0
202021,Academic year,National,E92000001,England,Final,EAL,Non EAL Pupils,Music,80 - 89.5,28,62,122,160,105,52,19,7,2,0,2,559,5,11.1,21.9,28.7,18.9,9.3,3.4,1.3,0.4,0
202021,Academic year,National,E92000001,England,Final,EAL,Non EAL Pupils,Music,90 - 95.5,49,80,196,370,421,254,161,75,33,7,10,1656,3,4.9,11.9,22.5,25.6,15.4,9.8,4.6,2,0.4
202021,Academic year,National,E92000001,England,Final,EAL,Non EAL Pupils,Music,96 - 99.5,52,77,198,439,611,507,408,243,102,42,10,2689,1.9,2.9,7.4,16.4,22.8,18.9,15.2,9.1,3.8,1.6
202021,Academic year,National,E92000001,England,Final,EAL,Non EAL Pupils,Music,100 - 102,22,51,129,325,517,571,566,372,224,93,6,2876,0.8,1.8,4.5,11.3,18,19.9,19.7,13,7.8,3.2
202021,Academic year,National,E92000001,England,Final,EAL,Non EAL Pupils,Music,102.5 - 104.5,21,45,107,258,454,656,725,561,372,178,11,3388,0.6,1.3,3.2,7.6,13.4,19.4,21.5,16.6,11,5.3
202021,Academic year,National,E92000001,England,Final,EAL,Non EAL Pupils,Music,105 - 107,17,29,76,199,387,595,794,754,561,367,5,3784,0.4,0.8,2,5.3,10.2,15.7,21,20,14.8,9.7
202021,Academic year,National,E92000001,England,Final,EAL,Non EAL Pupils,Music,107.5 - 109.5,12,17,43,110,256,437,728,855,714,613,2,3787,0.3,0.4,1.1,2.9,6.8,11.5,19.2,22.6,18.9,16.2
202021,Academic year,National,E92000001,England,Final,EAL,Non EAL Pupils,Music,110 - 113,6,3,15,72,150,314,631,919,1110,1043,3,4266,0.1,0.1,0.4,1.7,3.5,7.4,14.8,21.6,26,24.5
202021,Academic year,National,E92000001,England,Final,EAL,Non EAL Pupils,Music,113.5 - 116.5,2,1,4,17,26,93,228,434,701,1025,5,2536,0.1,0,0.2,0.7,1,3.7,9,17.1,27.7,40.5
202021,Academic year,National,E92000001,England,Final,EAL,Non EAL Pupils,Music,117 - 120,0,0,0,3,7,17,35,88,173,449,0,772,0,0,0,0.4,0.9,2.2,4.5,11.4,22.4,58.2
202021,Academic year,National,E92000001,England,Final,EAL,Non EAL Pupils,Other Modern Languages,Less than 80,1,1,1,2,1,4,0,1,2,1,1,15,7.1,7.1,7.1,14.3,7.1,28.6,0,7.1,14.3,7.1
202021,Academic year,National,E92000001,England,Final,EAL,Non EAL Pupils,Other Modern Languages,80 - 89.5,2,3,6,9,9,10,2,4,1,0,1,47,4.3,6.5,13,19.6,19.6,21.7,4.3,8.7,2.2,0
202021,Academic year,National,E92000001,England,Final,EAL,Non EAL Pupils,Other Modern Languages,90 - 95.5,4,6,21,39,38,42,20,24,23,20,2,239,1.7,2.5,8.9,16.5,16,17.7,8.4,10.1,9.7,8.4
202021,Academic year,National,E92000001,England,Final,EAL,Non EAL Pupils,Other Modern Languages,96 - 99.5,7,10,27,48,75,93,39,52,50,44,15,460,1.6,2.2,6.1,10.8,16.9,20.9,8.8,11.7,11.2,9.9
202021,Academic year,National,E92000001,England,Final,EAL,Non EAL Pupils,Other Modern Languages,100 - 102,7,5,25,55,78,112,49,73,59,62,6,531,1.3,1,4.8,10.5,14.9,21.3,9.3,13.9,11.2,11.8
202021,Academic year,National,E92000001,England,Final,EAL,Non EAL Pupils,Other Modern Languages,102.5 - 104.5,9,7,28,43,94,122,86,88,102,89,11,679,1.3,1,4.2,6.4,14.1,18.3,12.9,13.2,15.3,13.3
202021,Academic year,National,E92000001,England,Final,EAL,Non EAL Pupils,Other Modern Languages,105 - 107,2,6,13,40,60,128,89,128,137,119,7,729,0.3,0.8,1.8,5.5,8.3,17.7,12.3,17.7,19,16.5
202021,Academic year,National,E92000001,England,Final,EAL,Non EAL Pupils,Other Modern Languages,107.5 - 109.5,3,2,14,30,70,91,81,136,139,177,9,752,0.4,0.3,1.9,4,9.4,12.2,10.9,18.3,18.7,23.8
202021,Academic year,National,E92000001,England,Final,EAL,Non EAL Pupils,Other Modern Languages,110 - 113,1,0,5,20,45,74,107,176,204,248,7,887,0.1,0,0.6,2.3,5.1,8.4,12.2,20,23.2,28.2
202021,Academic year,National,E92000001,England,Final,EAL,Non EAL Pupils,Other Modern Languages,113.5 - 116.5,1,1,1,3,9,26,26,78,137,236,2,520,0.2,0.2,0.2,0.6,1.7,5,5,15.1,26.4,45.6
202021,Academic year,National,E92000001,England,Final,EAL,Non EAL Pupils,Other Modern Languages,117 - 120,0,0,0,0,0,3,6,8,30,74,1,122,0,0,0,0,0,2.5,5,6.6,24.8,61.2
202021,Academic year,National,E92000001,England,Final,EAL,Non EAL Pupils,Other Sciences,Less than 80,0,4,1,0,0,1,1,0,0,0,0,7,0,57.1,14.3,0,0,14.3,14.3,0,0,0
