time_period,time_identifier,geographic_level,country_code,country_name,version,characteristic_type,characteristic_value,subjects,KS2_Prior,num_U,num_1,num_2,num_3,num_4,num_5,num_6,num_7,num_8,num_9,num_X,All_Grades,perc_U,perc_1,perc_2,perc_3,perc_4,perc_5,perc_6,perc_7,perc_8,perc_9
202021,Academic year,National,E92000001,England,Final,All Pupils,All Pupils,Ancient Languages,80 - 89.5,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,100,0,0,0,0,0,0
202021,Academic year,National,E92000001,England,Final,All Pupils,All Pupils,Ancient Languages,90 - 95.5,0,0,0,0,5,2,3,1,0,0,0,11,0,0,0,0,45.5,18.2,27.3,9.1,0,0
202021,Academic year,National,E92000001,England,Final,All Pupils,All Pupils,Ancient Languages,96 - 99.5,0,0,0,0,3,3,6,2,0,1,0,15,0,0,0,0,20,20,40,13.3,0,6.7
202021,Academic year,National,E92000001,England,Final,All Pupils,All Pupils,Ancient Languages,100 - 102,0,0,0,2,1,4,7,4,2,0,0,20,0,0,0,10,5,20,35,20,10,0
202021,Academic year,National,E92000001,England,Final,All Pupils,All Pupils,Ancient Languages,102.5 - 104.5,0,0,0,0,2,4,3,7,9,2,0,27,0,0,0,0,7.4,14.8,11.1,25.9,33.3,7.4
202021,Academic year,National,E92000001,England,Final,All Pupils,All Pupils,Ancient Languages,105 - 107,0,0,0,1,0,3,10,5,6,2,0,27,0,0,0,3.7,0,11.1,37,18.5,22.2,7.4
202021,Academic year,National,E92000001,England,Final,All Pupils,All Pupils,Ancient Languages,107.5 - 109.5,0,0,0,0,1,2,5,5,8,9,0,30,0,0,0,0,3.3,6.7,16.7,16.7,26.7,30
202021,Academic year,National,E92000001,England,Final,All Pupils,All Pupils,Ancient Languages,110 - 113,0,0,0,0,2,1,3,9,10,11,0,36,0,0,0,0,5.6,2.8,8.3,25,27.8,30.6
202021,Academic year,National,E92000001,England,Final,All Pupils,All Pupils,Ancient Languages,113.5 - 116.5,0,0,0,0,0,1,2,4,9,6,0,22,0,0,0,0,0,4.5,9.1,18.2,40.9,27.3
202021,Academic year,National,E92000001,England,Final,All Pupils,All Pupils,Ancient Languages,117 - 120,0,0,0,0,0,0,0,0,3,3,0,6,0,0,0,0,0,0,0,0,50,50
202021,Academic year,National,E92000001,England,Final,All Pupils,All Pupils,Art & Design,Less than 80,23,156,400,589,501,270,107,55,27,8,22,2158,1.1,7.3,18.7,27.6,23.5,12.6,5,2.6,1.3,0.4
202021,Academic year,National,E92000001,England,Final,All Pupils,All Pupils,Art & Design,80 - 89.5,86,301,888,1817,1990,1220,472,147,60,22,48,7051,1.2,4.3,12.7,25.9,28.4,17.4,6.7,2.1,0.9,0.3
202021,Academic year,National,E92000001,England,Final,All Pupils,All Pupils,Art & Design,90 - 95.5,145,432,1155,2895,4505,3612,2063,848,337,124,79,16195,0.9,2.7,7.2,18,28,22.4,12.8,5.3,2.1,0.8
202021,Academic year,National,E92000001,England,Final,All Pupils,All Pupils,Art & Design,96 - 99.5,125,324,929,2467,4890,5302,3628,1770,807,348,85,20675,0.6,1.6,4.5,12,23.7,25.8,17.6,8.6,3.9,1.7
202021,Academic year,National,E92000001,England,Final,All Pupils,All Pupils,Art & Design,100 - 102,99,233,612,1774,3498,4443,3734,2242,1062,495,70,18262,0.5,1.3,3.4,9.8,19.2,24.4,20.5,12.3,5.8,2.7
202021,Academic year,National,E92000001,England,Final,All Pupils,All Pupils,Art & Design,102.5 - 104.5,62,171,484,1384,3026,4303,4523,2936,1589,829,56,19363,0.3,0.9,2.5,7.2,15.7,22.3,23.4,15.2,8.2,4.3
202021,Academic year,National,E92000001,England,Final,All Pupils,All Pupils,Art & Design,105 - 107,53,96,315,907,2062,3364,4201,3018,1859,1167,35,17077,0.3,0.6,1.8,5.3,12.1,19.7,24.7,17.7,10.9,6.8
202021,Academic year,National,E92000001,England,Final,All Pupils,All Pupils,Art & Design,107.5 - 109.5,32,62,161,478,1181,2185,3175,2991,1948,1393,38,13644,0.2,0.5,1.2,3.5,8.7,16.1,23.3,22,14.3,10.2
202021,Academic year,National,E92000001,England,Final,All Pupils,All Pupils,Art & Design,110 - 113,10,32,84,268,669,1445,2356,2868,2309,1785,20,11846,0.1,0.3,0.7,2.3,5.7,12.2,19.9,24.3,19.5,15.1
202021,Academic year,National,E92000001,England,Final,All Pupils,All Pupils,Art & Design,113.5 - 116.5,3,3,13,70,147,352,795,1275,1304,1310,8,5280,0.1,0.1,0.2,1.3,2.8,6.7,15.1,24.2,24.7,24.8
202021,Academic year,National,E92000001,England,Final,All Pupils,All Pupils,Art & Design,117 - 120,0,0,4,2,15,57,121,209,339,397,0,1144,0,0,0.3,0.2,1.3,5,10.6,18.3,29.6,34.7
202021,Academic year,National,E92000001,England,Final,All Pupils,All Pupils,Biology,Less than 80,19,97,98,62,38,25,21,8,11,6,6,391,4.9,25.2,25.5,16.1,9.9,6.5,5.5,2.1,2.9,1.6
202021,Academic year,National,E92000001,England,Final,All Pupils,All Pupils,Biology,80 - 89.5,32,206,343,253,96,47,14,10,8,4,18,1031,3.2,20.3,33.9,25,9.5,4.6,1.4,1,0.8,0.4
202021,Academic year,National,E92000001,England,Final,All Pupils,All Pupils,Biology,90 - 95.5,40,205,564,810,648,417,195,115,59,25,28,3106,1.3,6.7,18.3,26.3,21.1,13.5,6.3,3.7,1.9,0.8
202021,Academic year,National,E92000001,England,Final,All Pupils,All Pupils,Biology,96 - 99.5,40,140,430,1106,1610,1507,979,556,257,136,32,6793,0.6,2.1,6.4,16.4,23.8,22.3,14.5,8.2,3.8,2
202021,Academic year,National,E92000001,England,Final,All Pupils,All Pupils,Biology,100 - 102,36,63,224,790,1771,2387,2147,1250,667,294,22,9651,0.4,0.7,2.3,8.2,18.4,24.8,22.3,13,6.9,3.1
202021,Academic year,National,E92000001,England,Final,All Pupils,All Pupils,Biology,102.5 - 104.5,34,47,179,702,2135,3988,4318,3036,1704,824,14,16981,0.2,0.3,1.1,4.1,12.6,23.5,25.4,17.9,10,4.9
202021,Academic year,National,E92000001,England,Final,All Pupils,All Pupils,Biology,105 - 107,25,36,102,480,1916,4451,6300,5303,3464,1817,10,23904,0.1,0.2,0.4,2,8,18.6,26.4,22.2,14.5,7.6
202021,Academic year,National,E92000001,England,Final,All Pupils,All Pupils,Biology,107.5 - 109.5,16,8,55,235,1163,3392,6511,6951,5595,3579,11,27516,0.1,0,0.2,0.9,4.2,12.3,23.7,25.3,20.3,13
202021,Academic year,National,E92000001,England,Final,All Pupils,All Pupils,Biology,110 - 113,13,5,18,101,647,2381,5716,8028,8572,7461,11,32953,0,0,0.1,0.3,2,7.2,17.4,24.4,26,22.6
202021,Academic year,National,E92000001,England,Final,All Pupils,All Pupils,Biology,113.5 - 116.5,5,2,3,21,122,515,1700,3330,5060,7379,3,18140,0,0,0,0.1,0.7,2.8,9.4,18.4,27.9,40.7
202021,Academic year,National,E92000001,England,Final,All Pupils,All Pupils,Biology,117 - 120,0,1,0,2,10,40,161,515,1114,2974,0,4817,0,0,0,0,0.2,0.8,3.3,10.7,23.1,61.7
202021,Academic year,National,E92000001,England,Final,All Pupils,All Pupils,Business Studies,Less than 80,26,56,57,46,28,11,8,9,6,1,2,250,10.5,22.6,23,18.5,11.3,4.4,3.2,3.6,2.4,0.4
202021,Academic year,National,E92000001,England,Final,All Pupils,All Pupils,Business Studies,80 - 89.5,94,359,447,399,162,89,19,13,1,0,14,1597,5.9,22.7,28.2,25.2,10.2,5.6,1.2,0.8,0.1,0
202021,Academic year,National,E92000001,England,Final,All Pupils,All Pupils,Business Studies,90 - 95.5,132,644,1365,1912,1455,805,356,135,60,20,32,6916,1.9,9.4,19.8,27.8,21.1,11.7,5.2,2,0.9,0.3
202021,Academic year,National,E92000001,England,Final,All Pupils,All Pupils,Business Studies,96 - 99.5,140,477,1260,2534,2925,2302,1336,558,243,107,39,11921,1.2,4,10.6,21.3,24.6,19.4,11.2,4.7,2,0.9
202021,Academic year,National,E92000001,England,Final,All Pupils,All Pupils,Business Studies,100 - 102,82,234,774,1797,2664,2687,1967,1041,503,223,27,11999,0.7,2,6.5,15,22.3,22.4,16.4,8.7,4.2,1.9
202021,Academic year,National,E92000001,England,Final,All Pupils,All Pupils,Business Studies,102.5 - 104.5,59,168,546,1429,2373,3091,3044,1934,1033,501,23,14201,0.4,1.2,3.9,10.1,16.7,21.8,21.5,13.6,7.3,3.5
202021,Academic year,National,E92000001,England,Final,All Pupils,All Pupils,Business Studies,105 - 107,37,106,262,820,1618,2591,3212,2547,1594,913,25,13725,0.3,0.8,1.9,6,11.8,18.9,23.4,18.6,11.6,6.7
202021,Academic year,National,E92000001,England,Final,All Pupils,All Pupils,Business Studies,107.5 - 109.5,25,34,139,367,811,1497,2490,2486,1911,1345,11,11116,0.2,0.3,1.3,3.3,7.3,13.5,22.4,22.4,17.2,12.1
202021,Academic year,National,E92000001,England,Final,All Pupils,All Pupils,Business Studies,110 - 113,11,10,31,135,391,840,1620,2174,2240,1947,9,9408,0.1,0.1,0.3,1.4,4.2,8.9,17.2,23.1,23.8,20.7
202021,Academic year,National,E92000001,England,Final,All Pupils,All Pupils,Business Studies,113.5 - 116.5,2,2,8,32,52,132,397,682,1013,1334,4,3658,0.1,0.1,0.2,0.9,1.4,3.6,10.9,18.7,27.7,36.5
202021,Academic year,National,E92000001,England,Final,All Pupils,All Pupils,Business Studies,117 - 120,1,1,1,2,7,11,46,90,199,400,0,758,0.1,0.1,0.1,0.3,0.9,1.5,6.1,11.9,26.3,52.8
202021,Academic year,National,E92000001,England,Final,All Pupils,All Pupils,Chemistry,Less than 80,13,45,42,31,14,21,16,8,12,6,4,212,6.3,21.6,20.2,14.9,6.7,10.1,7.7,3.8,5.8,2.9
202021,Academic year,National,E92000001,England,Final,All Pupils,All Pupils,Chemistry,80 - 89.5,23,152,252,134,71,21,13,18,7,3,11,705,3.3,21.9,36.3,19.3,10.2,3,1.9,2.6,1,0.4
202021,Academic year,National,E92000001,England,Final,All Pupils,All Pupils,Chemistry,90 - 95.5,29,211,519,675,570,348,167,116,52,24,24,2735,1.1,7.8,19.1,24.9,21,12.8,6.2,4.3,1.9,0.9
202021,Academic year,National,E92000001,England,Final,All Pupils,All Pupils,Chemistry,96 - 99.5,39,175,493,1099,1539,1351,861,518,263,119,39,6496,0.6,2.7,7.6,17,23.8,20.9,13.3,8,4.1,1.8
202021,Academic year,National,E92000001,England,Final,All Pupils,All Pupils,Chemistry,100 - 102,28,82,299,951,1904,2304,1810,1197,645,239,26,9485,0.3,0.9,3.2,10.1,20.1,24.4,19.1,12.7,6.8,2.5
202021,Academic year,National,E92000001,England,Final,All Pupils,All Pupils,Chemistry,102.5 - 104.5,27,56,245,956,2595,3969,3877,2829,1522,757,28,16861,0.2,0.3,1.5,5.7,15.4,23.6,23,16.8,9,4.5
202021,Academic year,National,E92000001,England,Final,All Pupils,All Pupils,Chemistry,105 - 107,27,50,161,704,2519,4753,5912,4878,3109,1709,23,23845,0.1,0.2,0.7,3,10.6,20,24.8,20.5,13.1,7.2
202021,Academic year,National,E92000001,England,Final,All Pupils,All Pupils,Chemistry,107.5 - 109.5,16,31,73,379,1685,4076,6247,6586,5185,3179,31,27488,0.1,0.1,0.3,1.4,6.1,14.8,22.8,24,18.9,11.6
202021,Academic year,National,E92000001,England,Final,All Pupils,All Pupils,Chemistry,110 - 113,9,8,26,195,1074,2887,5891,7850,7974,6987,21,32922,0,0,0.1,0.6,3.3,8.8,17.9,23.9,24.2,21.2
202021,Academic year,National,E92000001,England,Final,All Pupils,All Pupils,Chemistry,113.5 - 116.5,3,5,7,32,206,704,1784,3475,4893,7014,10,18133,0,0,0,0.2,1.1,3.9,9.8,19.2,27,38.7
202021,Academic year,National,E92000001,England,Final,All Pupils,All Pupils,Chemistry,117 - 120,1,0,1,3,18,44,217,533,1065,2928,2,4812,0,0,0,0.1,0.4,0.9,4.5,11.1,22.1,60.9
202021,Academic year,National,E92000001,England,Final,All Pupils,All Pupils,Citizenship Studies,Less than 80,8,50,48,42,13,10,6,3,2,1,1,184,4.4,27.3,26.2,23,7.1,5.5,3.3,1.6,1.1,0.5
202021,Academic year,National,E92000001,England,Final,All Pupils,All Pupils,Citizenship Studies,80 - 89.5,37,128,208,185,117,46,18,2,0,1,8,750,5,17.3,28,24.9,15.8,6.2,2.4,0.3,0,0.1
202021,Academic year,National,E92000001,England,Final,All Pupils,All Pupils,Citizenship Studies,90 - 95.5,57,147,311,525,505,270,138,54,18,2,13,2040,2.8,7.3,15.3,25.9,24.9,13.3,6.8,2.7,0.9,0.1
202021,Academic year,National,E92000001,England,Final,All Pupils,All Pupils,Citizenship Studies,96 - 99.5,37,123,268,492,697,624,351,172,73,23,12,2872,1.3,4.3,9.4,17.2,24.4,21.8,12.3,6,2.6,0.8
202021,Academic year,National,E92000001,England,Final,All Pupils,All Pupils,Citizenship Studies,100 - 102,32,72,131,321,530,603,458,253,117,47,16,2580,1.2,2.8,5.1,12.5,20.7,23.5,17.9,9.9,4.6,1.8
202021,Academic year,National,E92000001,England,Final,All Pupils,All Pupils,Citizenship Studies,102.5 - 104.5,22,43,107,223,463,613,580,344,194,81,10,2680,0.8,1.6,4,8.4,17.3,23,21.7,12.9,7.3,3
202021,Academic year,National,E92000001,England,Final,All Pupils,All Pupils,Citizenship Studies,105 - 107,18,33,57,147,329,428,570,431,260,134,7,2414,0.7,1.4,2.4,6.1,13.7,17.8,23.7,17.9,10.8,5.6
202021,Academic year,National,E92000001,England,Final,All Pupils,All Pupils,Citizenship Studies,107.5 - 109.5,4,13,26,71,134,253,392,425,278,186,1,1783,0.2,0.7,1.5,4,7.5,14.2,22,23.8,15.6,10.4
202021,Academic year,National,E92000001,England,Final,All Pupils,All Pupils,Citizenship Studies,110 - 113,1,4,17,36,78,135,268,368,316,227,2,1452,0.1,0.3,1.2,2.5,5.4,9.3,18.5,25.4,21.8,15.7
202021,Academic year,National,E92000001,England,Final,All Pupils,All Pupils,Citizenship Studies,113.5 - 116.5,0,0,7,4,8,26,59,114,152,176,0,546,0,0,1.3,0.7,1.5,4.8,10.8,20.9,27.8,32.2
202021,Academic year,National,E92000001,England,Final,All Pupils,All Pupils,Citizenship Studies,117 - 120,0,0,1,0,0,2,3,7,22,48,0,83,0,0,1.2,0,0,2.4,3.6,8.4,26.5,57.8
202021,Academic year,National,E92000001,England,Final,All Pupils,All Pupils,Classical Studies,Less than 80,1,0,1,0,1,0,0,1,0,0,0,4,25,0,25,0,25,0,0,25,0,0
202021,Academic year,National,E92000001,England,Final,All Pupils,All Pupils,Classical Studies,80 - 89.5,1,2,0,2,2,2,0,0,0,0,0,9,11.1,22.2,0,22.2,22.2,22.2,0,0,0,0
202021,Academic year,National,E92000001,England,Final,All Pupils,All Pupils,Classical Studies,90 - 95.5,1,4,10,13,9,6,4,4,2,0,0,53,1.9,7.5,18.9,24.5,17,11.3,7.5,7.5,3.8,0
202021,Academic year,National,E92000001,England,Final,All Pupils,All Pupils,Classical Studies,96 - 99.5,1,9,18,25,35,24,18,9,9,3,0,151,0.7,6,11.9,16.6,23.2,15.9,11.9,6,6,2
202021,Academic year,National,E92000001,England,Final,All Pupils,All Pupils,Classical Studies,100 - 102,1,2,11,23,30,48,26,19,9,3,3,175,0.6,1.2,6.4,13.4,17.4,27.9,15.1,11,5.2,1.7
202021,Academic year,National,E92000001,England,Final,All Pupils,All Pupils,Classical Studies,102.5 - 104.5,0,1,10,17,42,43,54,38,31,15,0,251,0,0.4,4,6.8,16.7,17.1,21.5,15.1,12.4,6
202021,Academic year,National,E92000001,England,Final,All Pupils,All Pupils,Classical Studies,105 - 107,3,7,10,16,49,54,82,107,76,58,0,462,0.6,1.5,2.2,3.5,10.6,11.7,17.7,23.2,16.5,12.6
202021,Academic year,National,E92000001,England,Final,All Pupils,All Pupils,Classical Studies,107.5 - 109.5,2,4,9,18,39,74,105,145,134,136,1,667,0.3,0.6,1.4,2.7,5.9,11.1,15.8,21.8,20.1,20.4
202021,Academic year,National,E92000001,England,Final,All Pupils,All Pupils,Classical Studies,110 - 113,0,4,3,12,35,85,151,261,284,367,0,1202,0,0.3,0.2,1,2.9,7.1,12.6,21.7,23.6,30.5
202021,Academic year,National,E92000001,England,Final,All Pupils,All Pupils,Classical Studies,113.5 - 116.5,0,1,0,4,18,36,74,192,263,603,0,1191,0,0.1,0,0.3,1.5,3,6.2,16.1,22.1,50.6
202021,Academic year,National,E92000001,England,Final,All Pupils,All Pupils,Classical Studies,117 - 120,0,0,0,0,2,3,14,38,88,355,1,501,0,0,0,0,0.4,0.6,2.8,7.6,17.6,71
202021,Academic year,National,E92000001,England,Final,All Pupils,All Pupils,Computer Science,Less than 80,21,45,39,34,20,12,7,10,3,2,7,200,10.9,23.3,20.2,17.6,10.4,6.2,3.6,5.2,1.6,1
202021,Academic year,National,E92000001,England,Final,All Pupils,All Pupils,Computer Science,80 - 89.5,93,243,260,179,87,45,22,9,1,1,7,947,9.9,25.9,27.7,19,9.3,4.8,2.3,1,0.1,0.1
202021,Academic year,National,E92000001,England,Final,All Pupils,All Pupils,Computer Science,90 - 95.5,171,553,742,899,744,351,173,95,37,10,26,3801,4.5,14.6,19.7,23.8,19.7,9.3,4.6,2.5,1,0.3
202021,Academic year,National,E92000001,England,Final,All Pupils,All Pupils,Computer Science,96 - 99.5,156,461,835,1374,1559,1136,674,310,132,45,31,6713,2.3,6.9,12.5,20.6,23.3,17,10.1,4.6,2,0.7
202021,Academic year,National,E92000001,England,Final,All Pupils,All Pupils,Computer Science,100 - 102,109,305,618,1112,1603,1474,1116,557,271,96,20,7281,1.5,4.2,8.5,15.3,22.1,20.3,15.4,7.7,3.7,1.3
202021,Academic year,National,E92000001,England,Final,All Pupils,All Pupils,Computer Science,102.5 - 104.5,77,238,514,1089,1926,2183,1816,1155,635,226,14,9873,0.8,2.4,5.2,11,19.5,22.1,18.4,11.7,6.4,2.3
202021,Academic year,National,E92000001,England,Final,All Pupils,All Pupils,Computer Science,105 - 107,58,126,318,765,1579,2092,2399,1812,1104,520,11,10784,0.5,1.2,3,7.1,14.7,19.4,22.3,16.8,10.2,4.8
202021,Academic year,National,E92000001,England,Final,All Pupils,All Pupils,Computer Science,107.5 - 109.5,28,70,160,372,888,1564,2283,2265,1712,831,7,10180,0.3,0.7,1.6,3.7,8.7,15.4,22.4,22.3,16.8,8.2
202021,Academic year,National,E92000001,England,Final,All Pupils,All Pupils,Computer Science,110 - 113,14,30,68,218,528,1044,1809,2650,2664,1990,6,11021,0.1,0.3,0.6,2,4.8,9.5,16.4,24.1,24.2,18.1
202021,Academic year,National,E92000001,England,Final,All Pupils,All Pupils,Computer Science,113.5 - 116.5,1,3,11,28,81,239,561,1064,1643,1954,1,5586,0,0.1,0.2,0.5,1.5,4.3,10,19.1,29.4,35
202021,Academic year,National,E92000001,England,Final,All Pupils,All Pupils,Computer Science,117 - 120,1,0,1,1,10,28,76,173,390,903,0,1583,0.1,0,0.1,0.1,0.6,1.8,4.8,10.9,24.6,57
202021,Academic year,National,E92000001,England,Final,All Pupils,All Pupils,Dance,Less than 80,2,1,14,11,6,4,1,0,1,0,0,40,5,2.5,35,27.5,15,10,2.5,0,2.5,0
202021,Academic year,National,E92000001,England,Final,All Pupils,All Pupils,Dance,80 - 89.5,7,25,56,75,50,39,12,3,6,0,0,273,2.6,9.2,20.5,27.5,18.3,14.3,4.4,1.1,2.2,0
202021,Academic year,National,E92000001,England,Final,All Pupils,All Pupils,Dance,90 - 95.5,8,30,57,153,199,149,98,44,30,10,3,781,1,3.9,7.3,19.7,25.6,19.2,12.6,5.7,3.9,1.3
202021,Academic year,National,E92000001,England,Final,All Pupils,All Pupils,Dance,96 - 99.5,11,34,56,165,254,270,182,147,83,33,2,1237,0.9,2.8,4.5,13.4,20.6,21.9,14.7,11.9,6.7,2.7
202021,Academic year,National,E92000001,England,Final,All Pupils,All Pupils,Dance,100 - 102,4,17,33,95,187,218,223,161,95,83,7,1123,0.4,1.5,3,8.5,16.8,19.5,20,14.4,8.5,7.4
202021,Academic year,National,E92000001,England,Final,All Pupils,All Pupils,Dance,102.5 - 104.5,4,9,24,68,153,221,249,243,186,120,4,1281,0.3,0.7,1.9,5.3,12,17.3,19.5,19,14.6,9.4
202021,Academic year,National,E92000001,England,Final,All Pupils,All Pupils,Dance,105 - 107,0,6,10,47,111,168,289,230,209,154,6,1230,0,0.5,0.8,3.8,9.1,13.7,23.6,18.8,17.1,12.6
202021,Academic year,National,E92000001,England,Final,All Pupils,All Pupils,Dance,107.5 - 109.5,3,2,8,24,69,104,152,199,179,179,2,921,0.3,0.2,0.9,2.6,7.5,11.3,16.5,21.7,19.5,19.5
202021,Academic year,National,E92000001,England,Final,All Pupils,All Pupils,Dance,110 - 113,0,3,1,9,35,65,113,162,197,222,1,808,0,0.4,0.1,1.1,4.3,8.1,14,20.1,24.4,27.5
202021,Academic year,National,E92000001,England,Final,All Pupils,All Pupils,Dance,113.5 - 116.5,0,0,2,4,3,19,40,60,86,123,2,339,0,0,0.6,1.2,0.9,5.6,11.9,17.8,25.5,36.5
202021,Academic year,National,E92000001,England,Final,All Pupils,All Pupils,Dance,117 - 120,0,0,0,0,0,0,7,9,17,30,1,64,0,0,0,0,0,0,11.1,14.3,27,47.6
202021,Academic year,National,E92000001,England,Final,All Pupils,All Pupils,Design and Technology,Less than 80,18,94,184,164,86,33,25,13,0,3,5,625,2.9,15.2,29.7,26.5,13.9,5.3,4,2.1,0,0.5
202021,Academic year,National,E92000001,England,Final,All Pupils,All Pupils,Design and Technology,80 - 89.5,135,407,762,915,568,190,84,27,8,0,17,3113,4.4,13.1,24.6,29.6,18.3,6.1,2.7,0.9,0.3,0
202021,Academic year,National,E92000001,England,Final,All Pupils,All Pupils,Design and Technology,90 - 95.5,197,616,1370,2199,2050,1126,567,195,86,19,43,8468,2.3,7.3,16.3,26.1,24.3,13.4,6.7,2.3,1,0.2
202021,Academic year,National,E92000001,England,Final,All Pupils,All Pupils,Design and Technology,96 - 99.5,148,448,1156,2167,2786,2231,1335,615,264,98,39,11287,1.3,4,10.3,19.3,24.8,19.8,11.9,5.5,2.3,0.9
202021,Academic year,National,E92000001,England,Final,All Pupils,All Pupils,Design and Technology,100 - 102,94,289,675,1585,2214,2096,1577,922,411,157,36,10056,0.9,2.9,6.7,15.8,22.1,20.9,15.7,9.2,4.1,1.6
202021,Academic year,National,E92000001,England,Final,All Pupils,All Pupils,Design and Technology,102.5 - 104.5,62,203,528,1132,1913,2294,2094,1353,722,331,28,10660,0.6,1.9,5,10.6,18,21.6,19.7,12.7,6.8,3.1
202021,Academic year,National,E92000001,England,Final,All Pupils,All Pupils,Design and Technology,105 - 107,45,115,257,705,1324,1822,2035,1656,1087,474,18,9538,0.5,1.2,2.7,7.4,13.9,19.1,21.4,17.4,11.4,5
202021,Academic year,National,E92000001,England,Final,All Pupils,All Pupils,Design and Technology,107.5 - 109.5,20,45,112,360,732,1166,1648,1585,1195,771,4,7638,0.3,0.6,1.5,4.7,9.6,15.3,21.6,20.8,15.7,10.1
202021,Academic year,National,E92000001,England,Final,All Pupils,All Pupils,Design and Technology,110 - 113,9,25,63,148,369,678,1213,1533,1521,1181,7,6747,0.1,0.4,0.9,2.2,5.5,10.1,18,22.7,22.6,17.5
202021,Academic year,National,E92000001,England,Final,All Pupils,All Pupils,Design and Technology,113.5 - 116.5,0,0,9,25,53,167,337,619,818,977,7,3012,0,0,0.3,0.8,1.8,5.6,11.2,20.6,27.2,32.5
202021,Academic year,National,E92000001,England,Final,All Pupils,All Pupils,Design and Technology,117 - 120,1,0,1,3,7,21,45,113,194,353,0,738,0.1,0,0.1,0.4,0.9,2.8,6.1,15.3,26.3,47.8
202021,Academic year,National,E92000001,England,Final,All Pupils,All Pupils,Economics,Less than 80,0,1,1,2,0,1,0,1,0,0,0,6,0,16.7,16.7,33.3,0,16.7,0,16.7,0,0
202021,Academic year,National,E92000001,England,Final,All Pupils,All Pupils,Economics,80 - 89.5,0,4,2,3,1,2,0,0,0,0,0,12,0,33.3,16.7,25,8.3,16.7,0,0,0,0
202021,Academic year,National,E92000001,England,Final,All Pupils,All Pupils,Economics,90 - 95.5,3,8,14,22,24,15,8,2,0,0,0,96,3.1,8.3,14.6,22.9,25,15.6,8.3,2.1,0,0
202021,Academic year,National,E92000001,England,Final,All Pupils,All Pupils,Economics,96 - 99.5,1,7,19,57,70,61,49,16,13,2,2,297,0.3,2.4,6.4,19.3,23.7,20.7,16.6,5.4,4.4,0.7
202021,Academic year,National,E92000001,England,Final,All Pupils,All Pupils,Economics,100 - 102,3,5,22,61,93,86,87,40,20,7,0,424,0.7,1.2,5.2,14.4,21.9,20.3,20.5,9.4,4.7,1.7
202021,Academic year,National,E92000001,England,Final,All Pupils,All Pupils,Economics,102.5 - 104.5,2,3,14,71,106,149,149,90,42,20,0,646,0.3,0.5,2.2,11,16.4,23.1,23.1,13.9,6.5,3.1
202021,Academic year,National,E92000001,England,Final,All Pupils,All Pupils,Economics,105 - 107,0,4,17,43,101,150,219,162,98,43,0,837,0,0.5,2,5.1,12.1,17.9,26.2,19.4,11.7,5.1
202021,Academic year,National,E92000001,England,Final,All Pupils,All Pupils,Economics,107.5 - 109.5,1,1,10,22,89,135,252,219,174,93,2,998,0.1,0.1,1,2.2,8.9,13.6,25.3,22,17.5,9.3
202021,Academic year,National,E92000001,England,Final,All Pupils,All Pupils,Economics,110 - 113,1,0,4,10,43,111,216,311,347,280,0,1323,0.1,0,0.3,0.8,3.3,8.4,16.3,23.5,26.2,21.2
202021,Academic year,National,E92000001,England,Final,All Pupils,All Pupils,Economics,113.5 - 116.5,0,0,0,4,8,30,89,195,257,322,0,905,0,0,0,0.4,0.9,3.3,9.8,21.5,28.4,35.6
202021,Academic year,National,E92000001,England,Final,All Pupils,All Pupils,Economics,117 - 120,0,0,0,0,1,2,11,35,57,138,1,245,0,0,0,0,0.4,0.8,4.5,14.3,23.4,56.6
202021,Academic year,National,E92000001,England,Final,All Pupils,All Pupils,Engineering,Less than 80,0,2,0,0,0,0,0,1,0,0,0,3,0,66.7,0,0,0,0,0,33.3,0,0
202021,Academic year,National,E92000001,England,Final,All Pupils,All Pupils,Engineering,80 - 89.5,2,4,11,5,1,2,0,0,0,0,0,25,8,16,44,20,4,8,0,0,0,0
202021,Academic year,National,E92000001,England,Final,All Pupils,All Pupils,Engineering,90 - 95.5,3,17,20,47,37,9,2,6,0,0,0,141,2.1,12.1,14.2,33.3,26.2,6.4,1.4,4.3,0,0
202021,Academic year,National,E92000001,England,Final,All Pupils,All Pupils,Engineering,96 - 99.5,7,19,36,46,42,45,29,11,4,1,1,241,2.9,7.9,15,19.2,17.5,18.8,12.1,4.6,1.7,0.4
202021,Academic year,National,E92000001,England,Final,All Pupils,All Pupils,Engineering,100 - 102,3,10,21,60,49,55,31,15,8,4,0,256,1.2,3.9,8.2,23.4,19.1,21.5,12.1,5.9,3.1,1.6
202021,Academic year,National,E92000001,England,Final,All Pupils,All Pupils,Engineering,102.5 - 104.5,3,5,11,41,81,84,63,30,15,6,2,341,0.9,1.5,3.2,12.1,23.9,24.8,18.6,8.8,4.4,1.8
202021,Academic year,National,E92000001,England,Final,All Pupils,All Pupils,Engineering,105 - 107,0,4,16,31,47,75,76,45,32,12,0,338,0,1.2,4.7,9.2,13.9,22.2,22.5,13.3,9.5,3.6
202021,Academic year,National,E92000001,England,Final,All Pupils,All Pupils,Engineering,107.5 - 109.5,0,3,16,22,42,63,77,62,44,22,1,352,0,0.9,4.6,6.3,12,17.9,21.9,17.7,12.5,6.3
