time_period,time_identifier,geographic_level,country_code,country_name,version,establishment_type_group,breakdown_topic,breakdown,ks2_scaled_score_group,subject,qualification_type,num_1,num_2,num_3,num_4,num_5,num_6,num_7,num_8,num_9,num_u,num_x,num_covid_impacted,all_grades,perc_1,perc_2,perc_3,perc_4,perc_5,perc_6,perc_7,perc_8,perc_9,perc_u,perc_x,perc_covid_impacted
202324,Academic year,National,E92000001,England,Revised,All state-funded,Disadvantage,Disadvantaged all other,90 - 95.5,Art and Design,GCSE,360,936,1850,2172,1561,872,281,105,39,59,41,0,8276,4.3,11.3,22.4,26.2,18.9,10.5,3.4,1.3,0.5,0.7,0.5,0
202324,Academic year,National,E92000001,England,Revised,All state-funded,Disadvantage,Disadvantaged all other,96 - 99.5,Art and Design,GCSE,387,950,2281,2811,2673,1613,620,288,124,58,66,0,11871,3.3,8,19.2,23.7,22.5,13.6,5.2,2.4,1,0.5,0.6,0
202324,Academic year,National,E92000001,England,Revised,All state-funded,Disadvantage,Disadvantaged all other,100 - 102,Art and Design,GCSE,301,783,1942,2726,2930,2125,900,468,181,35,45,0,12436,2.4,6.3,15.6,21.9,23.6,17.1,7.2,3.8,1.5,0.3,0.4,0
202324,Academic year,National,E92000001,England,Revised,All state-funded,Disadvantage,Disadvantaged all other,102.5 - 104.5,Art and Design,GCSE,286,899,2135,3146,3986,3247,1682,840,452,39,55,0,16767,1.7,5.4,12.7,18.8,23.8,19.4,10,5,2.7,0.2,0.3,0
202324,Academic year,National,E92000001,England,Revised,All state-funded,Disadvantage,Disadvantaged all other,105 - 107,Art and Design,GCSE,224,683,1878,3040,4254,4083,2358,1293,671,34,41,0,18559,1.2,3.7,10.1,16.4,22.9,22,12.7,7,3.6,0.2,0.2,0
202324,Academic year,National,E92000001,England,Revised,All state-funded,Disadvantage,Disadvantaged all other,107.5 - 109.5,Art and Design,GCSE,140,489,1339,2195,3518,3944,2716,1652,1023,18,30,0,17064,0.8,2.9,7.8,12.9,20.6,23.1,15.9,9.7,6,0.1,0.2,0
202324,Academic year,National,E92000001,England,Revised,All state-funded,Disadvantage,Disadvantaged all other,110 - 113,Art and Design,GCSE,76,306,879,1622,3157,4159,3465,2448,1721,12,40,0,17885,0.4,1.7,4.9,9.1,17.7,23.3,19.4,13.7,9.6,0.1,0.2,0
202324,Academic year,National,E92000001,England,Revised,All state-funded,Disadvantage,Disadvantaged all other,113.5 - 116.5,Art and Design,GCSE,30,77,278,509,1163,2031,2062,1718,1457,3,17,0,9345,0.3,0.8,3,5.4,12.4,21.7,22.1,18.4,15.6,0,0.2,0
202324,Academic year,National,E92000001,England,Revised,All state-funded,Disadvantage,Disadvantaged all other,117 - 120,Art and Design,GCSE,4,11,29,85,211,456,541,596,668,2,4,0,2607,0.2,0.4,1.1,3.3,8.1,17.5,20.8,22.9,25.6,0.1,0.2,0
202324,Academic year,National,E92000001,England,Revised,All state-funded,Disadvantage,Disadvantaged all other,No scaled score,Art and Design,GCSE,343,786,1458,1519,1594,1386,830,601,448,60,66,1,9092,3.8,8.6,16,16.7,17.5,15.2,9.1,6.6,4.9,0.7,0.7,0
202324,Academic year,National,E92000001,England,Revised,All state-funded,First language,English,Total,Art and Design,GCSE,4023,9744,19967,25271,28404,25041,15316,9447,6163,725,912,1,145014,2.8,6.7,13.8,17.4,19.6,17.3,10.6,6.5,4.2,0.5,0.6,0
202324,Academic year,National,E92000001,England,Revised,All state-funded,First language,English,Less than 80,Art and Design,GCSE,180,351,466,305,150,52,14,4,0,12,21,0,1555,11.6,22.6,30,19.6,9.6,3.3,0.9,0.3,0,0.8,1.4,0
202324,Academic year,National,E92000001,England,Revised,All state-funded,First language,English,80 - 89.5,Art and Design,GCSE,532,1118,1732,1379,728,277,75,23,7,103,93,0,6067,8.8,18.4,28.5,22.7,12,4.6,1.2,0.4,0.1,1.7,1.5,0
202324,Academic year,National,E92000001,England,Revised,All state-funded,First language,English,90 - 95.5,Art and Design,GCSE,687,1579,2781,2944,1941,1018,302,95,35,126,127,0,11635,5.9,13.6,23.9,25.3,16.7,8.7,2.6,0.8,0.3,1.1,1.1,0
202324,Academic year,National,E92000001,England,Revised,All state-funded,First language,English,96 - 99.5,Art and Design,GCSE,679,1530,3186,3676,3155,1767,651,273,114,131,155,0,15317,4.4,10,20.8,24,20.6,11.5,4.3,1.8,0.7,0.9,1,0
202324,Academic year,National,E92000001,England,Revised,All state-funded,First language,English,100 - 102,Art and Design,GCSE,497,1208,2710,3454,3419,2384,945,482,179,94,100,0,15472,3.2,7.8,17.5,22.3,22.1,15.4,6.1,3.1,1.2,0.6,0.6,0
202324,Academic year,National,E92000001,England,Revised,All state-funded,First language,English,102.5 - 104.5,Art and Design,GCSE,511,1348,2849,3926,4605,3560,1762,828,416,85,121,0,20011,2.6,6.7,14.2,19.6,23,17.8,8.8,4.1,2.1,0.4,0.6,0
202324,Academic year,National,E92000001,England,Revised,All state-funded,First language,English,105 - 107,Art and Design,GCSE,382,1027,2454,3733,4833,4357,2480,1271,650,75,91,0,21353,1.8,4.8,11.5,17.5,22.6,20.4,11.6,6,3,0.4,0.4,0
202324,Academic year,National,E92000001,England,Revised,All state-funded,First language,English,107.5 - 109.5,Art and Design,GCSE,216,677,1656,2612,3918,4168,2738,1640,976,30,65,0,18696,1.2,3.6,8.9,14,21,22.3,14.6,8.8,5.2,0.2,0.3,0
202324,Academic year,National,E92000001,England,Revised,All state-funded,First language,English,110 - 113,Art and Design,GCSE,115,415,1101,1857,3411,4306,3434,2372,1608,22,62,0,18703,0.6,2.2,5.9,9.9,18.2,23,18.4,12.7,8.6,0.1,0.3,0
202324,Academic year,National,E92000001,England,Revised,All state-funded,First language,English,113.5 - 116.5,Art and Design,GCSE,41,99,338,570,1238,1970,1971,1613,1339,7,25,0,9211,0.4,1.1,3.7,6.2,13.4,21.4,21.4,17.5,14.5,0.1,0.3,0
202324,Academic year,National,E92000001,England,Revised,All state-funded,First language,English,117 - 120,Art and Design,GCSE,4,12,38,82,198,427,495,535,586,2,3,0,2382,0.2,0.5,1.6,3.4,8.3,17.9,20.8,22.5,24.6,0.1,0.1,0
202324,Academic year,National,E92000001,England,Revised,All state-funded,First language,English,No scaled score,Art and Design,GCSE,179,380,656,733,808,755,449,311,253,38,49,1,4612,3.9,8.2,14.2,15.9,17.5,16.4,9.7,6.7,5.5,0.8,1.1,0
202324,Academic year,National,E92000001,England,Revised,All state-funded,First language,Other than English,Total,Art and Design,GCSE,1019,2334,4749,5352,5751,4871,2875,1921,1324,172,157,0,30525,3.3,7.6,15.6,17.5,18.8,16,9.4,6.3,4.3,0.6,0.5,0
202324,Academic year,National,E92000001,England,Revised,All state-funded,First language,Other than English,Less than 80,Art and Design,GCSE,75,111,218,162,104,54,16,10,5,10,5,0,770,9.7,14.4,28.3,21,13.5,7,2.1,1.3,0.6,1.3,0.6,0
202324,Academic year,National,E92000001,England,Revised,All state-funded,First language,Other than English,80 - 89.5,Art and Design,GCSE,142,259,437,376,209,125,39,13,7,15,11,0,1633,8.7,15.9,26.8,23,12.8,7.7,2.4,0.8,0.4,0.9,0.7,0
202324,Academic year,National,E92000001,England,Revised,All state-funded,First language,Other than English,90 - 95.5,Art and Design,GCSE,87,271,522,563,433,245,97,48,20,17,11,0,2314,3.8,11.7,22.6,24.3,18.7,10.6,4.2,2.1,0.9,0.7,0.5,0
202324,Academic year,National,E92000001,England,Revised,All state-funded,First language,Other than English,96 - 99.5,Art and Design,GCSE,102,213,503,571,567,378,145,78,41,13,13,0,2624,3.9,8.1,19.2,21.8,21.6,14.4,5.5,3,1.6,0.5,0.5,0
202324,Academic year,National,E92000001,England,Revised,All state-funded,First language,Other than English,100 - 102,Art and Design,GCSE,65,166,374,454,555,373,170,100,39,11,13,0,2320,2.8,7.2,16.1,19.6,23.9,16.1,7.3,4.3,1.7,0.5,0.6,0
202324,Academic year,National,E92000001,England,Revised,All state-funded,First language,Other than English,102.5 - 104.5,Art and Design,GCSE,54,171,396,567,679,540,264,158,91,9,10,0,2939,1.8,5.8,13.5,19.3,23.1,18.4,9,5.4,3.1,0.3,0.3,0
202324,Academic year,National,E92000001,England,Revised,All state-funded,First language,Other than English,105 - 107,Art and Design,GCSE,38,127,360,467,673,638,331,198,122,6,4,0,2964,1.3,4.3,12.1,15.8,22.7,21.5,11.2,6.7,4.1,0.2,0.1,0
202324,Academic year,National,E92000001,England,Revised,All state-funded,First language,Other than English,107.5 - 109.5,Art and Design,GCSE,20,86,235,337,515,594,392,250,170,7,6,0,2612,0.8,3.3,9,12.9,19.7,22.7,15,9.6,6.5,0.3,0.2,0
202324,Academic year,National,E92000001,England,Revised,All state-funded,First language,Other than English,110 - 113,Art and Design,GCSE,14,48,141,266,422,542,473,333,275,2,7,0,2523,0.6,1.9,5.6,10.5,16.7,21.5,18.7,13.2,10.9,0.1,0.3,0
202324,Academic year,National,E92000001,England,Revised,All state-funded,First language,Other than English,113.5 - 116.5,Art and Design,GCSE,4,11,50,95,168,320,303,251,196,1,1,0,1400,0.3,0.8,3.6,6.8,12,22.9,21.6,17.9,14,0.1,0.1,0
202324,Academic year,National,E92000001,England,Revised,All state-funded,First language,Other than English,117 - 120,Art and Design,GCSE,1,4,4,13,43,78,86,98,107,0,1,0,435,0.2,0.9,0.9,3,9.9,17.9,19.8,22.5,24.6,0,0.2,0
202324,Academic year,National,E92000001,England,Revised,All state-funded,First language,Other than English,No scaled score,Art and Design,GCSE,417,867,1509,1481,1383,984,559,384,251,81,75,0,7991,5.2,10.8,18.9,18.5,17.3,12.3,7,4.8,3.1,1,0.9,0
202324,Academic year,National,E92000001,England,Revised,All state-funded,SEN status,Any SEN,Total,Art and Design,GCSE,1725,3942,6603,6459,5264,3554,1654,866,521,315,401,0,31304,5.5,12.6,21.1,20.6,16.8,11.4,5.3,2.8,1.7,1,1.3,0
202324,Academic year,National,E92000001,England,Revised,All state-funded,SEN status,Any SEN,Less than 80,Art and Design,GCSE,220,413,558,372,177,69,19,5,1,15,22,0,1871,11.8,22.1,29.8,19.9,9.5,3.7,1,0.3,0.1,0.8,1.2,0
202324,Academic year,National,E92000001,England,Revised,All state-funded,SEN status,Any SEN,80 - 89.5,Art and Design,GCSE,435,939,1451,1137,588,239,60,18,6,74,69,0,5016,8.7,18.7,28.9,22.7,11.7,4.8,1.2,0.4,0.1,1.5,1.4,0
202324,Academic year,National,E92000001,England,Revised,All state-funded,SEN status,Any SEN,90 - 95.5,Art and Design,GCSE,320,834,1368,1380,867,454,123,50,19,67,78,0,5560,5.8,15,24.6,24.8,15.6,8.2,2.2,0.9,0.3,1.2,1.4,0
202324,Academic year,National,E92000001,England,Revised,All state-funded,SEN status,Any SEN,96 - 99.5,Art and Design,GCSE,232,497,926,971,798,449,148,57,33,32,68,0,4211,5.5,11.8,22,23.1,19,10.7,3.5,1.4,0.8,0.8,1.6,0
202324,Academic year,National,E92000001,England,Revised,All state-funded,SEN status,Any SEN,100 - 102,Art and Design,GCSE,133,308,589,652,593,396,148,80,28,34,32,0,2993,4.4,10.3,19.7,21.8,19.8,13.2,4.9,2.7,0.9,1.1,1.1,0
202324,Academic year,National,E92000001,England,Revised,All state-funded,SEN status,Any SEN,102.5 - 104.5,Art and Design,GCSE,112,293,521,617,619,456,203,87,45,29,39,0,3021,3.7,9.7,17.2,20.4,20.5,15.1,6.7,2.9,1.5,1,1.3,0
202324,Academic year,National,E92000001,England,Revised,All state-funded,SEN status,Any SEN,105 - 107,Art and Design,GCSE,96,220,394,505,570,477,241,129,57,21,29,0,2739,3.5,8,14.4,18.4,20.8,17.4,8.8,4.7,2.1,0.8,1.1,0
202324,Academic year,National,E92000001,England,Revised,All state-funded,SEN status,Any SEN,107.5 - 109.5,Art and Design,GCSE,40,129,244,301,400,359,261,137,76,9,15,0,1971,2,6.5,12.4,15.3,20.3,18.2,13.2,7,3.9,0.5,0.8,0
202324,Academic year,National,E92000001,England,Revised,All state-funded,SEN status,Any SEN,110 - 113,Art and Design,GCSE,25,72,175,207,324,347,231,148,118,3,18,0,1668,1.5,4.3,10.5,12.4,19.4,20.8,13.8,8.9,7.1,0.2,1.1,0
202324,Academic year,National,E92000001,England,Revised,All state-funded,SEN status,Any SEN,113.5 - 116.5,Art and Design,GCSE,4,13,53,55,102,146,132,92,80,3,3,0,683,0.6,1.9,7.8,8.1,14.9,21.4,19.3,13.5,11.7,0.4,0.4,0
202324,Academic year,National,E92000001,England,Revised,All state-funded,SEN status,Any SEN,117 - 120,Art and Design,GCSE,1,0,5,11,11,30,23,26,30,1,2,0,140,0.7,0,3.6,7.9,7.9,21.4,16.4,18.6,21.4,0.7,1.4,0
202324,Academic year,National,E92000001,England,Revised,All state-funded,SEN status,Any SEN,No scaled score,Art and Design,GCSE,107,224,319,251,215,132,65,37,28,27,26,0,1431,7.5,15.7,22.3,17.5,15,9.2,4.5,2.6,2,1.9,1.8,0
202324,Academic year,National,E92000001,England,Revised,All state-funded,SEN status,No identified SEN,Total,Art and Design,GCSE,3342,8210,18228,24307,29061,26481,16605,10545,7005,585,671,1,145041,2.3,5.7,12.6,16.8,20,18.3,11.4,7.3,4.8,0.4,0.5,0
202324,Academic year,National,E92000001,England,Revised,All state-funded,SEN status,No identified SEN,Less than 80,Art and Design,GCSE,36,52,130,97,77,37,11,9,4,7,4,0,464,7.8,11.2,28,20.9,16.6,8,2.4,1.9,0.9,1.5,0.9,0
202324,Academic year,National,E92000001,England,Revised,All state-funded,SEN status,No identified SEN,80 - 89.5,Art and Design,GCSE,243,441,726,625,357,165,54,18,8,44,36,0,2717,8.9,16.2,26.7,23,13.1,6.1,2,0.7,0.3,1.6,1.3,0
202324,Academic year,National,E92000001,England,Revised,All state-funded,SEN status,No identified SEN,90 - 95.5,Art and Design,GCSE,456,1025,1943,2149,1521,816,277,93,36,76,60,0,8452,5.4,12.1,23,25.4,18,9.7,3.3,1.1,0.4,0.9,0.7,0
202324,Academic year,National,E92000001,England,Revised,All state-funded,SEN status,No identified SEN,96 - 99.5,Art and Design,GCSE,553,1254,2779,3286,2934,1705,650,298,122,112,101,0,13794,4,9.1,20.1,23.8,21.3,12.4,4.7,2.2,0.9,0.8,0.7,0
202324,Academic year,National,E92000001,England,Revised,All state-funded,SEN status,No identified SEN,100 - 102,Art and Design,GCSE,430,1073,2505,3270,3397,2369,970,505,190,71,81,0,14861,2.9,7.2,16.9,22,22.9,15.9,6.5,3.4,1.3,0.5,0.5,0
202324,Academic year,National,E92000001,England,Revised,All state-funded,SEN status,No identified SEN,102.5 - 104.5,Art and Design,GCSE,457,1233,2739,3896,4688,3659,1832,904,466,67,92,0,20033,2.3,6.2,13.7,19.4,23.4,18.3,9.1,4.5,2.3,0.3,0.5,0
202324,Academic year,National,E92000001,England,Revised,All state-funded,SEN status,No identified SEN,105 - 107,Art and Design,GCSE,325,941,2430,3712,4959,4536,2581,1342,720,60,66,0,21672,1.5,4.3,11.2,17.1,22.9,20.9,11.9,6.2,3.3,0.3,0.3,0
202324,Academic year,National,E92000001,England,Revised,All state-funded,SEN status,No identified SEN,107.5 - 109.5,Art and Design,GCSE,197,641,1662,2657,4060,4417,2885,1760,1076,29,56,0,19440,1,3.3,8.5,13.7,20.9,22.7,14.8,9.1,5.5,0.1,0.3,0
202324,Academic year,National,E92000001,England,Revised,All state-funded,SEN status,No identified SEN,110 - 113,Art and Design,GCSE,104,393,1072,1929,3525,4516,3687,2563,1770,21,52,0,19632,0.5,2,5.5,9.8,18,23,18.8,13.1,9,0.1,0.3,0
202324,Academic year,National,E92000001,England,Revised,All state-funded,SEN status,No identified SEN,113.5 - 116.5,Art and Design,GCSE,42,97,335,611,1308,2155,2146,1776,1462,5,23,0,9960,0.4,1,3.4,6.1,13.1,21.6,21.5,17.8,14.7,0.1,0.2,0
202324,Academic year,National,E92000001,England,Revised,All state-funded,SEN status,No identified SEN,117 - 120,Art and Design,GCSE,4,16,37,86,230,479,559,608,666,1,2,0,2688,0.1,0.6,1.4,3.2,8.6,17.8,20.8,22.6,24.8,0,0.1,0
202324,Academic year,National,E92000001,England,Revised,All state-funded,SEN status,No identified SEN,No scaled score,Art and Design,GCSE,495,1044,1870,1989,2005,1627,953,669,485,92,98,1,11328,4.4,9.2,16.5,17.6,17.7,14.4,8.4,5.9,4.3,0.8,0.9,0
202324,Academic year,National,E92000001,England,Revised,All state-funded,Sex,Boys,Total,Art and Design,GCSE,2962,6657,11898,12717,11188,7248,3385,1683,1034,504,445,0,59721,5,11.1,19.9,21.3,18.7,12.1,5.7,2.8,1.7,0.8,0.7,0
202324,Academic year,National,E92000001,England,Revised,All state-funded,Sex,Boys,Less than 80,Art and Design,GCSE,160,294,396,267,132,50,15,2,2,16,16,0,1350,11.9,21.8,29.3,19.8,9.8,3.7,1.1,0.1,0.1,1.2,1.2,0
202324,Academic year,National,E92000001,England,Revised,All state-funded,Sex,Boys,80 - 89.5,Art and Design,GCSE,397,729,1113,812,360,124,40,9,1,70,55,0,3710,10.7,19.6,30,21.9,9.7,3.3,1.1,0.2,0,1.9,1.5,0
202324,Academic year,National,E92000001,England,Revised,All state-funded,Sex,Boys,90 - 95.5,Art and Design,GCSE,459,993,1642,1482,857,372,85,28,14,81,64,0,6077,7.6,16.3,27,24.4,14.1,6.1,1.4,0.5,0.2,1.3,1.1,0
202324,Academic year,National,E92000001,England,Revised,All state-funded,Sex,Boys,96 - 99.5,Art and Design,GCSE,456,975,1765,1792,1201,506,160,39,24,74,67,0,7059,6.5,13.8,25,25.4,17,7.2,2.3,0.6,0.3,1,0.9,0
202324,Academic year,National,E92000001,England,Revised,All state-funded,Sex,Boys,100 - 102,Art and Design,GCSE,318,754,1411,1588,1235,620,210,84,39,56,43,0,6358,5,11.9,22.2,25,19.4,9.8,3.3,1.3,0.6,0.9,0.7,0
202324,Academic year,National,E92000001,England,Revised,All state-funded,Sex,Boys,102.5 - 104.5,Art and Design,GCSE,311,796,1495,1778,1655,927,349,142,71,51,51,0,7626,4.1,10.4,19.6,23.3,21.7,12.2,4.6,1.9,0.9,0.7,0.7,0
202324,Academic year,National,E92000001,England,Revised,All state-funded,Sex,Boys,105 - 107,Art and Design,GCSE,261,624,1339,1664,1733,1165,492,182,104,44,28,0,7636,3.4,8.2,17.5,21.8,22.7,15.3,6.4,2.4,1.4,0.6,0.4,0
202324,Academic year,National,E92000001,England,Revised,All state-funded,Sex,Boys,107.5 - 109.5,Art and Design,GCSE,138,429,888,1235,1431,1100,564,290,152,15,23,0,6265,2.2,6.8,14.2,19.7,22.8,17.6,9,4.6,2.4,0.2,0.4,0
202324,Academic year,National,E92000001,England,Revised,All state-funded,Sex,Boys,110 - 113,Art and Design,GCSE,71,244,553,825,1318,1222,712,399,258,13,21,0,5636,1.3,4.3,9.8,14.6,23.4,21.7,12.6,7.1,4.6,0.2,0.4,0
202324,Academic year,National,E92000001,England,Revised,All state-funded,Sex,Boys,113.5 - 116.5,Art and Design,GCSE,25,60,195,276,464,572,427,291,200,4,6,0,2520,1,2.4,7.7,11,18.4,22.7,16.9,11.5,7.9,0.2,0.2,0
202324,Academic year,National,E92000001,England,Revised,All state-funded,Sex,Boys,117 - 120,Art and Design,GCSE,2,12,25,44,91,150,130,106,91,0,3,0,654,0.3,1.8,3.8,6.7,13.9,22.9,19.9,16.2,13.9,0,0.5,0
202324,Academic year,National,E92000001,England,Revised,All state-funded,Sex,Boys,No scaled score,Art and Design,GCSE,364,747,1076,954,711,440,201,111,78,80,68,0,4830,7.5,15.5,22.3,19.8,14.7,9.1,4.2,2.3,1.6,1.7,1.4,0
202324,Academic year,National,E92000001,England,Revised,All state-funded,Sex,Girls,Total,Art and Design,GCSE,2121,5520,12956,18070,23145,22795,14881,9732,6495,399,631,1,116746,1.8,4.7,11.1,15.5,19.8,19.5,12.7,8.3,5.6,0.3,0.5,0
202324,Academic year,National,E92000001,England,Revised,All state-funded,Sex,Girls,Less than 80,Art and Design,GCSE,96,171,293,202,122,56,15,12,3,6,11,0,987,9.7,17.3,29.7,20.5,12.4,5.7,1.5,1.2,0.3,0.6,1.1,0
202324,Academic year,National,E92000001,England,Revised,All state-funded,Sex,Girls,80 - 89.5,Art and Design,GCSE,281,652,1066,950,586,280,75,27,13,49,50,0,4029,7,16.2,26.5,23.6,14.5,6.9,1.9,0.7,0.3,1.2,1.2,0
202324,Academic year,National,E92000001,England,Revised,All state-funded,Sex,Girls,90 - 95.5,Art and Design,GCSE,318,870,1672,2047,1532,898,316,115,41,62,74,0,7945,4,11,21,25.8,19.3,11.3,4,1.4,0.5,0.8,0.9,0
202324,Academic year,National,E92000001,England,Revised,All state-funded,Sex,Girls,96 - 99.5,Art and Design,GCSE,331,781,1942,2468,2533,1648,638,316,131,71,102,0,10961,3,7.1,17.7,22.5,23.1,15,5.8,2.9,1.2,0.6,0.9,0
202324,Academic year,National,E92000001,England,Revised,All state-funded,Sex,Girls,100 - 102,Art and Design,GCSE,251,630,1686,2339,2755,2147,908,501,179,49,70,0,11515,2.2,5.5,14.6,20.3,23.9,18.6,7.9,4.4,1.6,0.4,0.6,0
