"time_period","time_identifier","geographic_level","country_code","country_name","version","characteristic_type","characteristic_value","subjects","KS2_Prior","num_U","num_1","num_2","num_3","num_4","num_5","num_6","num_7","num_8","num_9","num_X","num_covid_impacted","all_grades","perc_1","perc_2","perc_3","perc_4","perc_5","perc_6","perc_7","perc_8","perc_9","perc_U","perc_X","per_covid_impacted"
202122,"Academic year","National","E92000001","England","Revised","All Pupils","All Pupils","Ancient History","Less than 80",3,1,0,0,0,0,0,1,0,0,0,0,5,20,0,0,0,0,0,20,0,0,60,0,0
202122,"Academic year","National","E92000001","England","Revised","All Pupils","All Pupils","Ancient History","80 - 89.5",5,1,4,2,0,1,0,0,0,0,1,0,14,7.1,28.6,14.3,0,7.1,0,0,0,0,35.7,7.1,0
202122,"Academic year","National","E92000001","England","Revised","All Pupils","All Pupils","Ancient History","90 - 95.5",11,5,5,11,6,2,1,0,0,0,1,0,42,11.9,11.9,26.2,14.3,4.8,2.4,0,0,0,26.2,2.4,0
202122,"Academic year","National","E92000001","England","Revised","All Pupils","All Pupils","Ancient History","96 - 99.5",12,7,16,4,9,13,2,2,1,0,0,0,66,10.6,24.2,6.1,13.6,19.7,3,3,1.5,0,18.2,0,0
202122,"Academic year","National","E92000001","England","Revised","All Pupils","All Pupils","Ancient History","100 - 102",4,8,7,11,9,12,12,5,3,0,0,1,72,11.1,9.7,15.3,12.5,16.7,16.7,6.9,4.2,0,5.6,0,1.4
202122,"Academic year","National","E92000001","England","Revised","All Pupils","All Pupils","Ancient History","102.5 - 104.5",5,6,8,13,17,14,17,11,3,1,2,1,98,6.1,8.2,13.3,17.3,14.3,17.3,11.2,3.1,1,5.1,2,1
202122,"Academic year","National","E92000001","England","Revised","All Pupils","All Pupils","Ancient History","105 - 107",6,6,5,9,18,19,15,12,6,4,2,0,102,5.9,4.9,8.8,17.6,18.6,14.7,11.8,5.9,3.9,5.9,2,0
202122,"Academic year","National","E92000001","England","Revised","All Pupils","All Pupils","Ancient History","107.5 - 109.5",2,2,4,5,12,17,22,31,19,10,0,3,127,1.6,3.1,3.9,9.4,13.4,17.3,24.4,15,7.9,1.6,0,2.4
202122,"Academic year","National","E92000001","England","Revised","All Pupils","All Pupils","Ancient History","110 - 113",0,2,3,1,11,14,30,26,19,15,0,7,128,1.6,2.3,0.8,8.6,10.9,23.4,20.3,14.8,11.7,0,0,5.5
202122,"Academic year","National","E92000001","England","Revised","All Pupils","All Pupils","Ancient History","113.5 - 116.5",0,0,0,2,5,3,23,29,21,26,0,2,111,0,0,1.8,4.5,2.7,20.7,26.1,18.9,23.4,0,0,1.8
202122,"Academic year","National","E92000001","England","Revised","All Pupils","All Pupils","Ancient History","117 - 120",0,0,0,0,0,0,4,9,17,20,0,1,51,0,0,0,0,0,7.8,17.6,33.3,39.2,0,0,2
202122,"Academic year","National","E92000001","England","Revised","All Pupils","All Pupils","Art and Design","Less than 80",27,202,462,703,537,331,176,66,24,8,36,65,2637,7.7,17.5,26.7,20.4,12.6,6.7,2.5,0.9,0.3,1,1.4,2.5
202122,"Academic year","National","E92000001","England","Revised","All Pupils","All Pupils","Art and Design","80 - 89.5",91,523,1161,2236,2234,1463,785,204,88,36,107,194,9122,5.7,12.7,24.5,24.5,16,8.6,2.2,1,0.4,1,1.2,2.1
202122,"Academic year","National","E92000001","England","Revised","All Pupils","All Pupils","Art and Design","90 - 95.5",131,638,1540,3304,3963,3465,2338,784,323,120,144,351,17101,3.7,9,19.3,23.2,20.3,13.7,4.6,1.9,0.7,0.8,0.8,2.1
202122,"Academic year","National","E92000001","England","Revised","All Pupils","All Pupils","Art and Design","96 - 99.5",109,557,1390,3404,4456,4796,3812,1605,713,311,132,373,21658,2.6,6.4,15.7,20.6,22.1,17.6,7.4,3.3,1.4,0.5,0.6,1.7
202122,"Academic year","National","E92000001","England","Revised","All Pupils","All Pupils","Art and Design","100 - 102",72,396,985,2374,3600,4433,4028,1873,938,477,120,379,19675,2,5,12.1,18.3,22.5,20.5,9.5,4.8,2.4,0.4,0.6,1.9
202122,"Academic year","National","E92000001","England","Revised","All Pupils","All Pupils","Art and Design","102.5 - 104.5",72,355,930,2393,3670,5074,5260,2711,1503,716,112,423,23219,1.5,4,10.3,15.8,21.9,22.7,11.7,6.5,3.1,0.3,0.5,1.8
202122,"Academic year","National","E92000001","England","Revised","All Pupils","All Pupils","Art and Design","105 - 107",70,236,716,1837,3244,4614,5490,3380,1956,1187,91,481,23302,1,3.1,7.9,13.9,19.8,23.6,14.5,8.4,5.1,0.3,0.4,2.1
202122,"Academic year","National","E92000001","England","Revised","All Pupils","All Pupils","Art and Design","107.5 - 109.5",38,138,383,1129,1984,3270,4591,3478,2178,1324,81,351,18945,0.7,2,6,10.5,17.3,24.2,18.4,11.5,7,0.2,0.4,1.9
202122,"Academic year","National","E92000001","England","Revised","All Pupils","All Pupils","Art and Design","110 - 113",24,88,276,706,1345,2531,4084,3616,2803,2138,56,351,18018,0.5,1.5,3.9,7.5,14,22.7,20.1,15.6,11.9,0.1,0.3,1.9
202122,"Academic year","National","E92000001","England","Revised","All Pupils","All Pupils","Art and Design","113.5 - 116.5",7,15,55,217,395,865,1751,1935,1825,1726,20,182,8993,0.2,0.6,2.4,4.4,9.6,19.5,21.5,20.3,19.2,0.1,0.2,2
202122,"Academic year","National","E92000001","England","Revised","All Pupils","All Pupils","Art and Design","117 - 120",1,1,9,30,72,151,419,575,689,837,13,56,2853,0,0.3,1.1,2.5,5.3,14.7,20.2,24.2,29.3,0,0.5,2
202122,"Academic year","National","E92000001","England","Revised","All Pupils","All Pupils","Biblical Hebrew","80 - 89.5",0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,100
202122,"Academic year","National","E92000001","England","Revised","All Pupils","All Pupils","Biblical Hebrew","90 - 95.5",0,0,0,0,0,0,1,0,0,0,0,8,9,0,0,0,0,0,11.1,0,0,0,0,0,88.9
202122,"Academic year","National","E92000001","England","Revised","All Pupils","All Pupils","Biblical Hebrew","96 - 99.5",0,0,0,1,0,0,0,0,0,0,0,14,15,0,0,6.7,0,0,0,0,0,0,0,0,93.3
202122,"Academic year","National","E92000001","England","Revised","All Pupils","All Pupils","Biblical Hebrew","100 - 102",0,0,0,0,0,0,2,0,0,0,0,15,17,0,0,0,0,0,11.8,0,0,0,0,0,88.2
202122,"Academic year","National","E92000001","England","Revised","All Pupils","All Pupils","Biblical Hebrew","102.5 - 104.5",0,0,0,0,0,0,1,1,0,0,0,18,20,0,0,0,0,0,5,5,0,0,0,0,90
202122,"Academic year","National","E92000001","England","Revised","All Pupils","All Pupils","Biblical Hebrew","105 - 107",0,0,0,0,0,0,1,1,0,0,0,20,22,0,0,0,0,0,4.5,4.5,0,0,0,0,90.9
202122,"Academic year","National","E92000001","England","Revised","All Pupils","All Pupils","Biblical Hebrew","107.5 - 109.5",0,0,0,0,0,0,1,3,0,0,0,21,25,0,0,0,0,0,4,12,0,0,0,0,84
202122,"Academic year","National","E92000001","England","Revised","All Pupils","All Pupils","Biblical Hebrew","110 - 113",0,0,0,0,0,0,0,0,3,1,0,34,38,0,0,0,0,0,0,0,7.9,2.6,0,0,89.5
202122,"Academic year","National","E92000001","England","Revised","All Pupils","All Pupils","Biblical Hebrew","113.5 - 116.5",0,0,0,0,0,1,0,0,2,0,0,21,24,0,0,0,0,4.2,0,0,8.3,0,0,0,87.5
202122,"Academic year","National","E92000001","England","Revised","All Pupils","All Pupils","Biblical Hebrew","117 - 120",0,0,0,0,0,0,0,0,0,2,0,13,15,0,0,0,0,0,0,0,0,13.3,0,0,86.7
202122,"Academic year","National","E92000001","England","Revised","All Pupils","All Pupils","Biology","Less than 80",8,82,87,46,21,20,9,8,7,1,12,19,320,25.6,27.2,14.4,6.6,6.3,2.8,2.5,2.2,0.3,2.5,3.8,5.9
202122,"Academic year","National","E92000001","England","Revised","All Pupils","All Pupils","Biology","80 - 89.5",27,236,394,203,53,31,16,5,3,2,42,51,1063,22.2,37.1,19.1,5,2.9,1.5,0.5,0.3,0.2,2.5,4,4.8
202122,"Academic year","National","E92000001","England","Revised","All Pupils","All Pupils","Biology","90 - 95.5",43,197,601,693,330,237,91,41,28,10,62,73,2406,8.2,25,28.8,13.7,9.9,3.8,1.7,1.2,0.4,1.8,2.6,3
202122,"Academic year","National","E92000001","England","Revised","All Pupils","All Pupils","Biology","96 - 99.5",63,157,474,1177,990,906,421,223,97,31,60,58,4657,3.4,10.2,25.3,21.3,19.5,9,4.8,2.1,0.7,1.4,1.3,1.2
202122,"Academic year","National","E92000001","England","Revised","All Pupils","All Pupils","Biology","100 - 102",73,85,287,1031,1441,1727,1047,544,274,81,44,46,6680,1.3,4.3,15.4,21.6,25.9,15.7,8.1,4.1,1.2,1.1,0.7,0.7
202122,"Academic year","National","E92000001","England","Revised","All Pupils","All Pupils","Biology","102.5 - 104.5",88,68,261,1132,2178,3484,2675,1520,805,263,63,87,12624,0.5,2.1,9,17.3,27.6,21.2,12,6.4,2.1,0.7,0.5,0.7
202122,"Academic year","National","E92000001","England","Revised","All Pupils","All Pupils","Biology","105 - 107",65,64,175,990,2455,5088,5152,3452,1972,837,60,111,20421,0.3,0.9,4.8,12,24.9,25.2,16.9,9.7,4.1,0.3,0.3,0.5
202122,"Academic year","National","E92000001","England","Revised","All Pupils","All Pupils","Biology","107.5 - 109.5",76,18,82,520,1892,4992,6866,5320,3680,1936,42,78,25502,0.1,0.3,2,7.4,19.6,26.9,20.9,14.4,7.6,0.3,0.2,0.3
202122,"Academic year","National","E92000001","England","Revised","All Pupils","All Pupils","Biology","110 - 113",31,16,51,284,1287,4390,8503,8587,7640,5545,44,98,36476,0,0.1,0.8,3.5,12,23.3,23.5,20.9,15.2,0.1,0.1,0.3
202122,"Academic year","National","E92000001","England","Revised","All Pupils","All Pupils","Biology","113.5 - 116.5",12,4,11,51,304,1433,3795,5399,6673,8395,28,47,26152,0,0,0.2,1.2,5.5,14.5,20.6,25.5,32.1,0,0.1,0.2
202122,"Academic year","National","E92000001","England","Revised","All Pupils","All Pupils","Biology","117 - 120",1,1,0,3,28,200,729,1346,2437,5831,10,16,10602,0,0,0,0.3,1.9,6.9,12.7,23,55,0,0.1,0.2
202122,"Academic year","National","E92000001","England","Revised","All Pupils","All Pupils","Business","Less than 80",24,61,58,50,28,23,14,3,1,1,5,3,271,22.5,21.4,18.5,10.3,8.5,5.2,1.1,0.4,0.4,8.9,1.8,1.1
202122,"Academic year","National","E92000001","England","Revised","All Pupils","All Pupils","Business","80 - 89.5",161,472,431,264,91,39,17,4,5,0,35,10,1529,30.9,28.2,17.3,6,2.6,1.1,0.3,0.3,0,10.5,2.3,0.7
202122,"Academic year","National","E92000001","England","Revised","All Pupils","All Pupils","Business","90 - 95.5",203,800,1246,1243,647,427,194,57,14,5,99,47,4982,16.1,25,24.9,13,8.6,3.9,1.1,0.3,0.1,4.1,2,0.9
202122,"Academic year","National","E92000001","England","Revised","All Pupils","All Pupils","Business","96 - 99.5",168,808,1514,2260,1722,1312,761,277,93,33,101,94,9143,8.8,16.6,24.7,18.8,14.3,8.3,3,1,0.4,1.8,1.1,1
202122,"Academic year","National","E92000001","England","Revised","All Pupils","All Pupils","Business","100 - 102",104,469,1126,2132,2036,1953,1282,535,239,73,88,65,10102,4.6,11.1,21.1,20.2,19.3,12.7,5.3,2.4,0.7,1,0.9,0.6
202122,"Academic year","National","E92000001","England","Revised","All Pupils","All Pupils","Business","102.5 - 104.5",111,405,983,2114,2550,2865,2402,1144,564,191,92,123,13544,3,7.3,15.6,18.8,21.2,17.7,8.4,4.2,1.4,0.8,0.7,0.9
202122,"Academic year","National","E92000001","England","Revised","All Pupils","All Pupils","Business","105 - 107",71,293,650,1648,2234,3201,3148,1870,1079,502,80,132,14908,2,4.4,11.1,15,21.5,21.1,12.5,7.2,3.4,0.5,0.5,0.9
202122,"Academic year","National","E92000001","England","Revised","All Pupils","All Pupils","Business","107.5 - 109.5",19,138,328,872,1408,2491,3030,2272,1560,892,59,113,13182,1,2.5,6.6,10.7,18.9,23,17.2,11.8,6.8,0.1,0.4,0.9
202122,"Academic year","National","E92000001","England","Revised","All Pupils","All Pupils","Business","110 - 113",7,66,178,412,850,1767,2840,2602,2387,1867,26,131,13133,0.5,1.4,3.1,6.5,13.5,21.6,19.8,18.2,14.2,0.1,0.2,1
202122,"Academic year","National","E92000001","England","Revised","All Pupils","All Pupils","Business","113.5 - 116.5",4,6,30,97,184,481,1077,1312,1558,1783,11,67,6610,0.1,0.5,1.5,2.8,7.3,16.3,19.8,23.6,27,0.1,0.2,1
202122,"Academic year","National","E92000001","England","Revised","All Pupils","All Pupils","Business","117 - 120",0,0,5,6,27,51,180,306,471,897,3,15,1961,0,0.3,0.3,1.4,2.6,9.2,15.6,24,45.7,0,0.2,0.8
202122,"Academic year","National","E92000001","England","Revised","All Pupils","All Pupils","Chemistry","Less than 80",6,50,30,17,11,8,13,5,9,3,4,9,165,30.3,18.2,10.3,6.7,4.8,7.9,3,5.5,1.8,3.6,2.4,5.5
202122,"Academic year","National","E92000001","England","Revised","All Pupils","All Pupils","Chemistry","80 - 89.5",25,175,236,112,49,21,13,6,6,2,28,26,699,25,33.8,16,7,3,1.9,0.9,0.9,0.3,3.6,4,3.7
202122,"Academic year","National","E92000001","England","Revised","All Pupils","All Pupils","Chemistry","90 - 95.5",43,207,502,491,305,191,87,31,33,12,35,33,1970,10.5,25.5,24.9,15.5,9.7,4.4,1.6,1.7,0.6,2.2,1.8,1.7
202122,"Academic year","National","E92000001","England","Revised","All Pupils","All Pupils","Chemistry","96 - 99.5",52,172,563,956,976,754,341,238,116,34,43,74,4319,4,13,22.1,22.6,17.5,7.9,5.5,2.7,0.8,1.2,1,1.7
202122,"Academic year","National","E92000001","England","Revised","All Pupils","All Pupils","Chemistry","100 - 102",60,111,374,997,1518,1469,889,525,276,111,43,81,6454,1.7,5.8,15.4,23.5,22.8,13.8,8.1,4.3,1.7,0.9,0.7,1.3
202122,"Academic year","National","E92000001","England","Revised","All Pupils","All Pupils","Chemistry","102.5 - 104.5",64,94,362,1294,2479,3200,2220,1398,843,283,45,111,12393,0.8,2.9,10.4,20,25.8,17.9,11.3,6.8,2.3,0.5,0.4,0.9
202122,"Academic year","National","E92000001","England","Revised","All Pupils","All Pupils","Chemistry","105 - 107",72,79,309,1166,3177,4987,4350,2994,2033,866,68,130,20231,0.4,1.5,5.8,15.7,24.7,21.5,14.8,10,4.3,0.4,0.3,0.6
202122,"Academic year","National","E92000001","England","Revised","All Pupils","All Pupils","Chemistry","107.5 - 109.5",80,42,148,690,2792,5342,5957,4671,3654,1869,53,90,25388,0.2,0.6,2.7,11,21,23.5,18.4,14.4,7.4,0.3,0.2,0.4
202122,"Academic year","National","E92000001","England","Revised","All Pupils","All Pupils","Chemistry","110 - 113",48,22,79,456,2170,5311,7726,7941,7266,5204,56,80,36359,0.1,0.2,1.3,6,14.6,21.2,21.8,20,14.3,0.1,0.2,0.2
202122,"Academic year","National","E92000001","England","Revised","All Pupils","All Pupils","Chemistry","113.5 - 116.5",18,3,16,93,596,1929,3861,5319,6419,7794,39,26,26113,0,0.1,0.4,2.3,7.4,14.8,20.4,24.6,29.8,0.1,0.1,0.1
202122,"Academic year","National","E92000001","England","Revised","All Pupils","All Pupils","Chemistry","117 - 120",4,1,1,7,82,288,762,1433,2484,5498,13,14,10587,0,0,0.1,0.8,2.7,7.2,13.5,23.5,51.9,0,0.1,0.1
202122,"Academic year","National","E92000001","England","Revised","All Pupils","All Pupils","Classical Civilisation","Less than 80",0,1,0,0,0,0,1,0,0,0,0,0,2,50,0,0,0,0,50,0,0,0,0,0,0
202122,"Academic year","National","E92000001","England","Revised","All Pupils","All Pupils","Classical Civilisation","80 - 89.5",0,6,2,4,1,0,0,0,0,0,0,0,13,46.2,15.4,30.8,7.7,0,0,0,0,0,0,0,0
202122,"Academic year","National","E92000001","England","Revised","All Pupils","All Pupils","Classical Civilisation","90 - 95.5",2,5,3,4,5,3,0,0,0,0,0,0,22,22.7,13.6,18.2,22.7,13.6,0,0,0,0,9.1,0,0
202122,"Academic year","National","E92000001","England","Revised","All Pupils","All Pupils","Classical Civilisation","96 - 99.5",2,2,5,14,9,4,2,2,0,0,0,2,42,4.8,11.9,33.3,21.4,9.5,4.8,4.8,0,0,4.8,0,4.8
202122,"Academic year","National","E92000001","England","Revised","All Pupils","All Pupils","Classical Civilisation","100 - 102",0,3,7,11,12,10,5,4,4,0,0,4,60,5,11.7,18.3,20,16.7,8.3,6.7,6.7,0,0,0,6.7
202122,"Academic year","National","E92000001","England","Revised","All Pupils","All Pupils","Classical Civilisation","102.5 - 104.5",1,7,7,14,14,19,18,6,7,4,1,13,111,6.3,6.3,12.6,12.6,17.1,16.2,5.4,6.3,3.6,0.9,0.9,11.7
202122,"Academic year","National","E92000001","England","Revised","All Pupils","All Pupils","Classical Civilisation","105 - 107",0,5,11,15,30,15,27,21,16,3,1,10,154,3.2,7.1,9.7,19.5,9.7,17.5,13.6,10.4,1.9,0,0.6,6.5
202122,"Academic year","National","E92000001","England","Revised","All Pupils","All Pupils","Classical Civilisation","107.5 - 109.5",0,2,4,6,21,36,30,33,23,13,1,7,176,1.1,2.3,3.4,11.9,20.5,17,18.8,13.1,7.4,0,0.6,4
202122,"Academic year","National","E92000001","England","Revised","All Pupils","All Pupils","Classical Civilisation","110 - 113",1,2,3,9,19,38,45,51,42,42,0,8,260,0.8,1.2,3.5,7.3,14.6,17.3,19.6,16.2,16.2,0.4,0,3.1
202122,"Academic year","National","E92000001","England","Revised","All Pupils","All Pupils","Classical Civilisation","113.5 - 116.5",0,0,1,5,6,21,38,63,45,67,1,12,259,0,0.4,1.9,2.3,8.1,14.7,24.3,17.4,25.9,0,0.4,4.6
202122,"Academic year","National","E92000001","England","Revised","All Pupils","All Pupils","Classical Civilisation","117 - 120",1,1,0,2,3,2,9,15,12,54,0,5,104,1,0,1.9,2.9,1.9,8.7,14.4,11.5,51.9,1,0,4.8
202122,"Academic year","National","E92000001","England","Revised","All Pupils","All Pupils","Classical Greek","102.5 - 104.5",0,0,0,0,0,0,1,0,1,0,0,0,2,0,0,0,0,0,50,0,50,0,0,0,0
202122,"Academic year","National","E92000001","England","Revised","All Pupils","All Pupils","Classical Greek","105 - 107",0,0,0,0,1,3,1,1,0,0,0,1,7,0,0,0,14.3,42.9,14.3,14.3,0,0,0,0,14.3
202122,"Academic year","National","E92000001","England","Revised","All Pupils","All Pupils","Classical Greek","107.5 - 109.5",0,0,0,2,0,0,1,0,1,2,0,0,6,0,0,33.3,0,0,16.7,0,16.7,33.3,0,0,0
202122,"Academic year","National","E92000001","England","Revised","All Pupils","All Pupils","Classical Greek","110 - 113",0,0,1,0,0,1,0,7,6,1,0,0,16,0,6.3,0,0,6.3,0,43.8,37.5,6.3,0,0,0
202122,"Academic year","National","E92000001","England","Revised","All Pupils","All Pupils","Classical Greek","113.5 - 116.5",0,0,1,1,2,1,3,8,5,11,1,6,39,0,2.6,2.6,5.1,2.6,7.7,20.5,12.8,28.2,0,2.6,15.4
202122,"Academic year","National","E92000001","England","Revised","All Pupils","All Pupils","Classical Greek","117 - 120",0,0,0,0,0,0,1,5,8,15,0,8,37,0,0,0,0,0,2.7,13.5,21.6,40.5,0,0,21.6
202122,"Academic year","National","E92000001","England","Revised","All Pupils","All Pupils","Computer Science","Less than 80",40,55,32,20,27,18,11,8,1,0,5,2,219,25.1,14.6,9.1,12.3,8.2,5,3.7,0.5,0,18.3,2.3,0.9
202122,"Academic year","National","E92000001","England","Revised","All Pupils","All Pupils","Computer Science","80 - 89.5",204,305,172,84,49,22,14,5,1,0,23,5,884,34.5,19.5,9.5,5.5,2.5,1.6,0.6,0.1,0,23.1,2.6,0.6
202122,"Academic year","National","E92000001","England","Revised","All Pupils","All Pupils","Computer Science","90 - 95.5",295,665,638,416,266,163,79,40,15,5,35,18,2635,25.2,24.2,15.8,10.1,6.2,3,1.5,0.6,0.2,11.2,1.3,0.7
202122,"Academic year","National","E92000001","England","Revised","All Pupils","All Pupils","Computer Science","96 - 99.5",285,737,1017,955,759,485,279,120,44,12,50,46,4789,15.4,21.2,19.9,15.8,10.1,5.8,2.5,0.9,0.3,6,1,1
202122,"Academic year","National","E92000001","England","Revised","All Pupils","All Pupils","Computer Science","100 - 102",166,543,927,1134,1016,800,532,231,122,31,39,55,5596,9.7,16.6,20.3,18.2,14.3,9.5,4.1,2.2,0.6,3,0.7,1
202122,"Academic year","National","E92000001","England","Revised","All Pupils","All Pupils","Computer Science","102.5 - 104.5",171,478,967,1378,1603,1460,1096,550,292,93,32,101,8221,5.8,11.8,16.8,19.5,17.8,13.3,6.7,3.6,1.1,2.1,0.4,1.2
202122,"Academic year","National","E92000001","England","Revised","All Pupils","All Pupils","Computer Science","105 - 107",123,379,814,1308,1776,1910,1771,1120,624,213,33,141,10212,3.7,8,12.8,17.4,18.7,17.3,11,6.1,2.1,1.2,0.3,1.4
202122,"Academic year","National","E92000001","England","Revised","All Pupils","All Pupils","Computer Science","107.5 - 109.5",52,177,495,909,1543,1964,2222,1578,1199,427,39,187,10792,1.6,4.6,8.4,14.3,18.2,20.6,14.6,11.1,4,0.5,0.4,1.7
202122,"Academic year","National","E92000001","England","Revised","All Pupils","All Pupils","Computer Science","110 - 113",22,84,274,564,1057,1830,2628,2527,2318,1259,20,222,12805,0.7,2.1,4.4,8.3,14.3,20.5,19.7,18.1,9.8,0.2,0.2,1.7
202122,"Academic year","National","E92000001","England","Revised","All Pupils","All Pupils","Computer Science","113.5 - 116.5",3,24,65,140,309,701,1298,1698,2168,1998,8,145,8557,0.3,0.8,1.6,3.6,8.2,15.2,19.8,25.3,23.3,0,0.1,1.7
202122,"Academic year","National","E92000001","England","Revised","All Pupils","All Pupils","Computer Science","117 - 120",0,1,7,17,55,130,278,474,907,1602,1,56,3528,0,0.2,0.5,1.6,3.7,7.9,13.4,25.7,45.4,0,0,1.6
202122,"Academic year","National","E92000001","England","Revised","All Pupils","All Pupils","Dance","Less than 80",4,3,13,5,7,1,0,0,1,0,1,1,36,8.3,36.1,13.9,19.4,2.8,0,0,2.8,0,11.1,2.8,2.8
202122,"Academic year","National","E92000001","England","Revised","All Pupils","All Pupils","Dance","80 - 89.5",12,26,59,53,18,22,17,9,2,0,3,5,226,11.5,26.1,23.5,8,9.7,7.5,4,0.9,0,5.3,1.3,2.2
202122,"Academic year","National","E92000001","England","Revised","All Pupils","All Pupils","Dance","90 - 95.5",27,31,92,124,110,78,40,13,16,7,5,9,552,5.6,16.7,22.5,19.9,14.1,7.2,2.4,2.9,1.3,4.9,0.9,1.6
202122,"Academic year","National","E92000001","England","Revised","All Pupils","All Pupils","Dance","96 - 99.5",18,34,84,162,159,162,118,69,29,19,4,24,882,3.9,9.5,18.4,18,18.4,13.4,7.8,3.3,2.2,2,0.5,2.7
202122,"Academic year","National","E92000001","England","Revised","All Pupils","All Pupils","Dance","100 - 102",11,17,54,132,147,184,164,85,62,23,3,32,914,1.9,5.9,14.4,16.1,20.1,17.9,9.3,6.8,2.5,1.2,0.3,3.5
202122,"Academic year","National","E92000001","England","Revised","All Pupils","All Pupils","Dance","102.5 - 104.5",13,18,39,105,144,186,213,169,98,63,5,41,1094,1.6,3.6,9.6,13.2,17,19.5,15.4,9,5.8,1.2,0.5,3.7
202122,"Academic year","National","E92000001","England","Revised","All Pupils","All Pupils","Dance","105 - 107",6,7,37,101,141,214,232,167,145,91,6,54,1201,0.6,3.1,8.4,11.7,17.8,19.3,13.9,12.1,7.6,0.5,0.5,4.5
202122,"Academic year","National","E92000001","England","Revised","All Pupils","All Pupils","Dance","107.5 - 109.5",4,5,18,59,106,154,178,155,126,124,3,46,978,0.5,1.8,6,10.8,15.7,18.2,15.8,12.9,12.7,0.4,0.3,4.7
202122,"Academic year","National","E92000001","England","Revised","All Pupils","All Pupils","Dance","110 - 113",4,4,8,31,59,123,171,196,185,156,2,57,996,0.4,0.8,3.1,5.9,12.3,17.2,19.7,18.6,15.7,0.4,0.2,5.7
202122,"Academic year","National","E92000001","England","Revised","All Pupils","All Pupils","Dance","113.5 - 116.5",1,0,2,5,19,38,71,92,101,127,0,28,484,0,0.4,1,3.9,7.9,14.7,19,20.9,26.2,0.2,0,5.8
202122,"Academic year","National","E92000001","England","Revised","All Pupils","All Pupils","Dance","117 - 120",0,0,0,0,0,4,12,20,40,47,0,17,140,0,0,0,0,2.9,8.6,14.3,28.6,33.6,0,0,12.1
202122,"Academic year","National","E92000001","England","Revised","All Pupils","All Pupils","Design and Technology","Less than 80",39,129,167,164,64,45,19,7,2,2,7,19,664,19.4,25.2,24.7,9.6,6.8,2.9,1.1,0.3,0.3,5.9,1.1,2.9
202122,"Academic year","National","E92000001","England","Revised","All Pupils","All Pupils","Design and Technology","80 - 89.5",183,548,780,647,321,146,59,19,5,1,32,36,2777,19.7,28.1,23.3,11.6,5.3,2.1,0.7,0.2,0,6.6,1.2,1.3
202122,"Academic year","National","E92000001","England","Revised","All Pupils","All Pupils","Design and Technology","90 - 95.5",248,759,1312,1390,1034,688,304,89,31,8,25,70,5958,12.7,22,23.3,17.4,11.5,5.1,1.5,0.5,0.1,4.2,0.4,1.2
202122,"Academic year","National","E92000001","England","Revised","All Pupils","All Pupils","Design and Technology","96 - 99.5",236,632,1286,1818,1680,1344,761,284,101,22,39,111,8314,7.6,15.5,21.9,20.2,16.2,9.2,3.4,1.2,0.3,2.8,0.5,1.3
202122,"Academic year","National","E92000001","England","Revised","All Pupils","All Pupils","Design and Technology","100 - 102",181,452,911,1428,1623,1488,1097,451,195,44,29,123,8022,5.6,11.4,17.8,20.2,18.5,13.7,5.6,2.4,0.5,2.3,0.4,1.5
202122,"Academic year","National","E92000001","England","Revised","All Pupils","All Pupils","Design and Technology","102.5 - 104.5",156,374,772,1476,1728,1819,1596,814,380,131,31,136,9413,4,8.2,15.7,18.4,19.3,17,8.6,4,1.4,1.7,0.3,1.4
202122,"Academic year","National","E92000001","England","Revised","All Pupils","All Pupils","Design and Technology","105 - 107",88,241,599,1129,1480,1876,1967,1196,710,278,17,148,9729,2.5,6.2,11.6,15.2,19.3,20.2,12.3,7.3,2.9,0.9,0.2,1.5
202122,"Academic year","National","E92000001","England","Revised","All Pupils","All Pupils","Design and Technology","107.5 - 109.5",54,136,323,649,1018,1519,1744,1256,920,451,18,132,8220,1.7,3.9,7.9,12.4,18.5,21.2,15.3,11.2,5.5,0.7,0.2,1.6
202122,"Academic year","National","E92000001","England","Revised","All Pupils","All Pupils","Design and Technology","110 - 113",31,72,175,393,669,1129,1691,1609,1400,1010,11,104,8294,0.9,2.1,4.7,8.1,13.6,20.4,19.4,16.9,12.2,0.4,0.1,1.3
202122,"Academic year","National","E92000001","England","Revised","All Pupils","All Pupils","Design and Technology","113.5 - 116.5",4,14,50,91,204,391,705,886,999,1109,2,60,4515,0.3,1.1,2,4.5,8.7,15.6,19.6,22.1,24.6,0.1,0,1.3
202122,"Academic year","National","E92000001","England","Revised","All Pupils","All Pupils","Design and Technology","117 - 120",2,0,0,9,30,80,154,240,440,688,0,9,1652,0,0,0.5,1.8,4.8,9.3,14.5,26.6,41.6,0.1,0,0.5
202122,"Academic year","National","E92000001","England","Revised","All Pupils","All Pupils","Drama","Less than 80",31,58,83,69,30,17,5,3,0,0,0,2,298,19.5,27.9,23.2,10.1,5.7,1.7,1,0,0,10.4,0,0.7
202122,"Academic year","National","E92000001","England","Revised","All Pupils","All Pupils","Drama","80 - 89.5",87,218,391,419,211,119,45,11,4,2,11,19,1537,14.2,25.4,27.3,13.7,7.7,2.9,0.7,0.3,0.1,5.7,0.7,1.2
