"time_period","time_identifier","geographic_level","country_code","country_name","version","characteristic_type","characteristic_value","subjects","KS2_Prior","num_U","num_1","num_2","num_3","num_4","num_5","num_6","num_7","num_8","num_9","num_X","num_covid_impacted","all_grades","perc_1","perc_2","perc_3","perc_4","perc_5","perc_6","perc_7","perc_8","perc_9","perc_U","perc_X","per_covid_impacted"
202122,"Academic year","National","E92000001","England","Revised","Disadvantage","Disadvantaged Pupils","Social Studies","117 - 120",0,0,0,4,5,7,16,16,21,43,2,5,119,0,0,3.4,4.2,5.9,13.4,13.4,17.6,36.1,0,1.7,4.2
202122,"Academic year","National","E92000001","England","Revised","Disadvantage","Disadvantaged Pupils","Spanish","Less than 80",2,17,20,15,6,18,5,7,9,15,2,0,116,14.7,17.2,12.9,5.2,15.5,4.3,6,7.8,12.9,1.7,1.7,0
202122,"Academic year","National","E92000001","England","Revised","Disadvantage","Disadvantaged Pupils","Spanish","80 - 89.5",23,95,151,105,24,45,13,14,16,16,13,4,519,18.3,29.1,20.2,4.6,8.7,2.5,2.7,3.1,3.1,4.4,2.5,0.8
202122,"Academic year","National","E92000001","England","Revised","Disadvantage","Disadvantaged Pupils","Spanish","90 - 95.5",35,137,313,364,97,171,23,31,27,45,36,26,1305,10.5,24,27.9,7.4,13.1,1.8,2.4,2.1,3.4,2.7,2.8,2
202122,"Academic year","National","E92000001","England","Revised","Disadvantage","Disadvantaged Pupils","Spanish","96 - 99.5",46,155,406,612,269,495,58,76,44,67,26,25,2279,6.8,17.8,26.9,11.8,21.7,2.5,3.3,1.9,2.9,2,1.1,1.1
202122,"Academic year","National","E92000001","England","Revised","Disadvantage","Disadvantaged Pupils","Spanish","100 - 102",59,120,365,649,322,613,76,81,50,58,42,29,2464,4.9,14.8,26.3,13.1,24.9,3.1,3.3,2,2.4,2.4,1.7,1.2
202122,"Academic year","National","E92000001","England","Revised","Disadvantage","Disadvantaged Pupils","Spanish","102.5 - 104.5",59,114,376,772,445,947,162,155,89,66,44,45,3274,3.5,11.5,23.6,13.6,28.9,4.9,4.7,2.7,2,1.8,1.3,1.4
202122,"Academic year","National","E92000001","England","Revised","Disadvantage","Disadvantaged Pupils","Spanish","105 - 107",75,97,289,632,483,1030,233,248,122,89,26,52,3376,2.9,8.6,18.7,14.3,30.5,6.9,7.3,3.6,2.6,2.2,0.8,1.5
202122,"Academic year","National","E92000001","England","Revised","Disadvantage","Disadvantaged Pupils","Spanish","107.5 - 109.5",44,52,173,492,361,870,249,275,151,88,24,48,2827,1.8,6.1,17.4,12.8,30.8,8.8,9.7,5.3,3.1,1.6,0.8,1.7
202122,"Academic year","National","E92000001","England","Revised","Disadvantage","Disadvantaged Pupils","Spanish","110 - 113",40,20,96,274,266,695,265,358,215,127,16,53,2425,0.8,4,11.3,11,28.7,10.9,14.8,8.9,5.2,1.6,0.7,2.2
202122,"Academic year","National","E92000001","England","Revised","Disadvantage","Disadvantaged Pupils","Spanish","113.5 - 116.5",13,6,26,74,92,252,134,243,168,111,2,26,1147,0.5,2.3,6.5,8,22,11.7,21.2,14.6,9.7,1.1,0.2,2.3
202122,"Academic year","National","E92000001","England","Revised","Disadvantage","Disadvantaged Pupils","Spanish","117 - 120",0,0,3,10,13,58,29,68,60,56,1,4,302,0,1,3.3,4.3,19.2,9.6,22.5,19.9,18.5,0,0.3,1.3
202122,"Academic year","National","E92000001","England","Revised","Disadvantage","Disadvantaged Pupils","Statistics","Less than 80",8,11,8,5,3,0,0,0,1,0,1,16,53,20.8,15.1,9.4,5.7,0,0,0,1.9,0,15.1,1.9,30.2
202122,"Academic year","National","E92000001","England","Revised","Disadvantage","Disadvantaged Pupils","Statistics","80 - 89.5",21,49,40,15,6,1,1,0,0,0,5,64,202,24.3,19.8,7.4,3,0.5,0.5,0,0,0,10.4,2.5,31.7
202122,"Academic year","National","E92000001","England","Revised","Disadvantage","Disadvantaged Pupils","Statistics","90 - 95.5",23,52,71,70,27,21,2,0,0,0,7,113,386,13.5,18.4,18.1,7,5.4,0.5,0,0,0,6,1.8,29.3
202122,"Academic year","National","E92000001","England","Revised","Disadvantage","Disadvantaged Pupils","Statistics","96 - 99.5",18,31,76,90,74,47,12,0,1,1,11,151,512,6.1,14.8,17.6,14.5,9.2,2.3,0,0.2,0.2,3.5,2.1,29.5
202122,"Academic year","National","E92000001","England","Revised","Disadvantage","Disadvantaged Pupils","Statistics","100 - 102",13,19,38,86,78,64,28,9,4,0,7,140,486,3.9,7.8,17.7,16,13.2,5.8,1.9,0.8,0,2.7,1.4,28.8
202122,"Academic year","National","E92000001","England","Revised","Disadvantage","Disadvantaged Pupils","Statistics","102.5 - 104.5",5,20,51,75,97,101,38,17,3,1,12,158,578,3.5,8.8,13,16.8,17.5,6.6,2.9,0.5,0.2,0.9,2.1,27.3
202122,"Academic year","National","E92000001","England","Revised","Disadvantage","Disadvantaged Pupils","Statistics","105 - 107",4,9,24,57,98,114,44,26,21,5,11,174,587,1.5,4.1,9.7,16.7,19.4,7.5,4.4,3.6,0.9,0.7,1.9,29.6
202122,"Academic year","National","E92000001","England","Revised","Disadvantage","Disadvantaged Pupils","Statistics","107.5 - 109.5",1,4,12,25,77,97,54,41,17,4,6,160,498,0.8,2.4,5,15.5,19.5,10.8,8.2,3.4,0.8,0.2,1.2,32.1
202122,"Academic year","National","E92000001","England","Revised","Disadvantage","Disadvantaged Pupils","Statistics","110 - 113",4,1,11,18,51,72,52,40,51,19,1,123,443,0.2,2.5,4.1,11.5,16.3,11.7,9,11.5,4.3,0.9,0.2,27.8
202122,"Academic year","National","E92000001","England","Revised","Disadvantage","Disadvantaged Pupils","Statistics","113.5 - 116.5",0,0,0,4,10,24,17,27,34,23,3,66,208,0,0,1.9,4.8,11.5,8.2,13,16.3,11.1,0,1.4,31.7
202122,"Academic year","National","E92000001","England","Revised","Disadvantage","Disadvantaged Pupils","Statistics","117 - 120",0,0,0,0,2,4,4,6,9,7,0,15,47,0,0,0,4.3,8.5,8.5,12.8,19.1,14.9,0,0,31.9
202122,"Academic year","National","E92000001","England","Revised","Disadvantage","Non Disadvantaged Pupils","Ancient History","Less than 80",1,1,0,0,0,0,0,0,0,0,0,0,2,50,0,0,0,0,0,0,0,0,50,0,0
202122,"Academic year","National","E92000001","England","Revised","Disadvantage","Non Disadvantaged Pupils","Ancient History","80 - 89.5",4,1,1,2,0,0,0,0,0,0,0,0,8,12.5,12.5,25,0,0,0,0,0,0,50,0,0
202122,"Academic year","National","E92000001","England","Revised","Disadvantage","Non Disadvantaged Pupils","Ancient History","90 - 95.5",5,3,5,11,5,2,0,0,0,0,0,0,31,9.7,16.1,35.5,16.1,6.5,0,0,0,0,16.1,0,0
202122,"Academic year","National","E92000001","England","Revised","Disadvantage","Non Disadvantaged Pupils","Ancient History","96 - 99.5",6,3,11,4,7,12,1,2,1,0,0,0,47,6.4,23.4,8.5,14.9,25.5,2.1,4.3,2.1,0,12.8,0,0
202122,"Academic year","National","E92000001","England","Revised","Disadvantage","Non Disadvantaged Pupils","Ancient History","100 - 102",2,3,6,9,7,11,7,4,3,0,0,1,53,5.7,11.3,17,13.2,20.8,13.2,7.5,5.7,0,3.8,0,1.9
202122,"Academic year","National","E92000001","England","Revised","Disadvantage","Non Disadvantaged Pupils","Ancient History","102.5 - 104.5",3,3,6,9,15,12,14,11,3,1,2,1,80,3.8,7.5,11.3,18.8,15,17.5,13.8,3.8,1.3,3.8,2.5,1.3
202122,"Academic year","National","E92000001","England","Revised","Disadvantage","Non Disadvantaged Pupils","Ancient History","105 - 107",4,4,5,7,10,14,10,12,4,1,2,0,73,5.5,6.8,9.6,13.7,19.2,13.7,16.4,5.5,1.4,5.5,2.7,0
202122,"Academic year","National","E92000001","England","Revised","Disadvantage","Non Disadvantaged Pupils","Ancient History","107.5 - 109.5",1,0,3,4,10,13,18,27,14,6,0,3,99,0,3,4,10.1,13.1,18.2,27.3,14.1,6.1,1,0,3
202122,"Academic year","National","E92000001","England","Revised","Disadvantage","Non Disadvantaged Pupils","Ancient History","110 - 113",0,2,3,0,10,14,27,23,15,14,0,7,115,1.7,2.6,0,8.7,12.2,23.5,20,13,12.2,0,0,6.1
202122,"Academic year","National","E92000001","England","Revised","Disadvantage","Non Disadvantaged Pupils","Ancient History","113.5 - 116.5",0,0,0,2,3,2,23,27,18,24,0,1,100,0,0,2,3,2,23,27,18,24,0,0,1
202122,"Academic year","National","E92000001","England","Revised","Disadvantage","Non Disadvantaged Pupils","Ancient History","117 - 120",0,0,0,0,0,0,4,6,17,20,0,1,48,0,0,0,0,0,8.3,12.5,35.4,41.7,0,0,2.1
202122,"Academic year","National","E92000001","England","Revised","Disadvantage","Non Disadvantaged Pupils","Art and Design","Less than 80",10,77,196,349,277,167,109,37,17,4,8,23,1274,6,15.4,27.4,21.7,13.1,8.6,2.9,1.3,0.3,0.8,0.6,1.8
202122,"Academic year","National","E92000001","England","Revised","Disadvantage","Non Disadvantaged Pupils","Art and Design","80 - 89.5",23,206,510,1112,1181,836,482,125,54,19,34,84,4666,4.4,10.9,23.8,25.3,17.9,10.3,2.7,1.2,0.4,0.5,0.7,1.8
202122,"Academic year","National","E92000001","England","Revised","Disadvantage","Non Disadvantaged Pupils","Art and Design","90 - 95.5",52,277,757,1819,2395,2263,1542,573,227,94,57,205,10261,2.7,7.4,17.7,23.3,22.1,15,5.6,2.2,0.9,0.5,0.6,2
202122,"Academic year","National","E92000001","England","Revised","Disadvantage","Non Disadvantaged Pupils","Art and Design","96 - 99.5",40,262,726,2051,2814,3218,2733,1220,564,245,52,237,14162,1.9,5.1,14.5,19.9,22.7,19.3,8.6,4,1.7,0.3,0.4,1.7
202122,"Academic year","National","E92000001","England","Revised","Disadvantage","Non Disadvantaged Pupils","Art and Design","100 - 102",31,171,534,1434,2336,3111,3042,1468,773,400,46,261,13607,1.3,3.9,10.5,17.2,22.9,22.4,10.8,5.7,2.9,0.2,0.3,1.9
202122,"Academic year","National","E92000001","England","Revised","Disadvantage","Non Disadvantaged Pupils","Art and Design","102.5 - 104.5",32,158,500,1433,2500,3665,4045,2145,1262,607,47,299,16693,0.9,3,8.6,15,22,24.2,12.8,7.6,3.6,0.2,0.3,1.8
202122,"Academic year","National","E92000001","England","Revised","Disadvantage","Non Disadvantaged Pupils","Art and Design","105 - 107",38,125,433,1199,2273,3413,4374,2817,1644,1036,50,379,17781,0.7,2.4,6.7,12.8,19.2,24.6,15.8,9.2,5.8,0.2,0.3,2.1
202122,"Academic year","National","E92000001","England","Revised","Disadvantage","Non Disadvantaged Pupils","Art and Design","107.5 - 109.5",14,67,211,743,1421,2492,3792,2967,1896,1180,53,270,15106,0.4,1.4,4.9,9.4,16.5,25.1,19.6,12.6,7.8,0.1,0.4,1.8
202122,"Academic year","National","E92000001","England","Revised","Disadvantage","Non Disadvantaged Pupils","Art and Design","110 - 113",18,46,166,489,961,2023,3453,3176,2495,1987,34,291,15139,0.3,1.1,3.2,6.3,13.4,22.8,21,16.5,13.1,0.1,0.2,1.9
202122,"Academic year","National","E92000001","England","Revised","Disadvantage","Non Disadvantaged Pupils","Art and Design","113.5 - 116.5",5,6,39,166,301,738,1509,1766,1665,1610,17,164,7986,0.1,0.5,2.1,3.8,9.2,18.9,22.1,20.8,20.2,0.1,0.2,2.1
202122,"Academic year","National","E92000001","England","Revised","Disadvantage","Non Disadvantaged Pupils","Art and Design","117 - 120",1,1,6,22,55,126,376,536,640,786,11,50,2610,0,0.2,0.8,2.1,4.8,14.4,20.5,24.5,30.1,0,0.4,1.9
202122,"Academic year","National","E92000001","England","Revised","Disadvantage","Non Disadvantaged Pupils","Biblical Hebrew","80 - 89.5",0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,100
202122,"Academic year","National","E92000001","England","Revised","Disadvantage","Non Disadvantaged Pupils","Biblical Hebrew","90 - 95.5",0,0,0,0,0,0,1,0,0,0,0,8,9,0,0,0,0,0,11.1,0,0,0,0,0,88.9
202122,"Academic year","National","E92000001","England","Revised","Disadvantage","Non Disadvantaged Pupils","Biblical Hebrew","96 - 99.5",0,0,0,0,0,0,0,0,0,0,0,14,14,0,0,0,0,0,0,0,0,0,0,0,100
202122,"Academic year","National","E92000001","England","Revised","Disadvantage","Non Disadvantaged Pupils","Biblical Hebrew","100 - 102",0,0,0,0,0,0,1,0,0,0,0,15,16,0,0,0,0,0,6.3,0,0,0,0,0,93.8
202122,"Academic year","National","E92000001","England","Revised","Disadvantage","Non Disadvantaged Pupils","Biblical Hebrew","102.5 - 104.5",0,0,0,0,0,0,1,0,0,0,0,18,19,0,0,0,0,0,5.3,0,0,0,0,0,94.7
202122,"Academic year","National","E92000001","England","Revised","Disadvantage","Non Disadvantaged Pupils","Biblical Hebrew","105 - 107",0,0,0,0,0,0,1,0,0,0,0,19,20,0,0,0,0,0,5,0,0,0,0,0,95
202122,"Academic year","National","E92000001","England","Revised","Disadvantage","Non Disadvantaged Pupils","Biblical Hebrew","107.5 - 109.5",0,0,0,0,0,0,1,3,0,0,0,21,25,0,0,0,0,0,4,12,0,0,0,0,84
202122,"Academic year","National","E92000001","England","Revised","Disadvantage","Non Disadvantaged Pupils","Biblical Hebrew","110 - 113",0,0,0,0,0,0,0,0,2,1,0,33,36,0,0,0,0,0,0,0,5.6,2.8,0,0,91.7
202122,"Academic year","National","E92000001","England","Revised","Disadvantage","Non Disadvantaged Pupils","Biblical Hebrew","113.5 - 116.5",0,0,0,0,0,1,0,0,2,0,0,21,24,0,0,0,0,4.2,0,0,8.3,0,0,0,87.5
202122,"Academic year","National","E92000001","England","Revised","Disadvantage","Non Disadvantaged Pupils","Biblical Hebrew","117 - 120",0,0,0,0,0,0,0,0,0,2,0,12,14,0,0,0,0,0,0,0,0,14.3,0,0,85.7
202122,"Academic year","National","E92000001","England","Revised","Disadvantage","Non Disadvantaged Pupils","Biology","Less than 80",2,40,37,20,12,11,7,4,2,0,4,5,144,27.8,25.7,13.9,8.3,7.6,4.9,2.8,1.4,0,1.4,2.8,3.5
202122,"Academic year","National","E92000001","England","Revised","Disadvantage","Non Disadvantaged Pupils","Biology","80 - 89.5",8,82,200,112,30,19,14,4,2,2,15,20,508,16.1,39.4,22,5.9,3.7,2.8,0.8,0.4,0.4,1.6,3,3.9
202122,"Academic year","National","E92000001","England","Revised","Disadvantage","Non Disadvantaged Pupils","Biology","90 - 95.5",18,73,295,450,244,173,74,33,21,8,19,37,1445,5.1,20.4,31.1,16.9,12,5.1,2.3,1.5,0.6,1.2,1.3,2.6
202122,"Academic year","National","E92000001","England","Revised","Disadvantage","Non Disadvantaged Pupils","Biology","96 - 99.5",35,62,246,762,721,710,332,183,78,21,14,31,3195,1.9,7.7,23.8,22.6,22.2,10.4,5.7,2.4,0.7,1.1,0.4,1
202122,"Academic year","National","E92000001","England","Revised","Disadvantage","Non Disadvantaged Pupils","Biology","100 - 102",46,28,145,689,1102,1403,864,439,232,66,16,23,5053,0.6,2.9,13.6,21.8,27.8,17.1,8.7,4.6,1.3,0.9,0.3,0.5
202122,"Academic year","National","E92000001","England","Revised","Disadvantage","Non Disadvantaged Pupils","Biology","102.5 - 104.5",54,31,155,788,1672,2863,2214,1290,680,225,22,54,10048,0.3,1.5,7.8,16.6,28.5,22,12.8,6.8,2.2,0.5,0.2,0.5
202122,"Academic year","National","E92000001","England","Revised","Disadvantage","Non Disadvantaged Pupils","Biology","105 - 107",36,26,83,655,1886,4115,4329,2965,1687,726,21,74,16603,0.2,0.5,3.9,11.4,24.8,26.1,17.9,10.2,4.4,0.2,0.1,0.4
202122,"Academic year","National","E92000001","England","Revised","Disadvantage","Non Disadvantaged Pupils","Biology","107.5 - 109.5",51,5,39,335,1443,4132,5894,4653,3265,1731,19,53,21620,0,0.2,1.5,6.7,19.1,27.3,21.5,15.1,8,0.2,0.1,0.2
202122,"Academic year","National","E92000001","England","Revised","Disadvantage","Non Disadvantaged Pupils","Biology","110 - 113",19,6,22,189,974,3680,7453,7676,6911,5102,30,75,32137,0,0.1,0.6,3,11.5,23.2,23.9,21.5,15.9,0.1,0.1,0.2
202122,"Academic year","National","E92000001","England","Revised","Disadvantage","Non Disadvantaged Pupils","Biology","113.5 - 116.5",6,3,8,34,233,1211,3388,4949,6124,7859,19,35,23869,0,0,0.1,1,5.1,14.2,20.7,25.7,32.9,0,0.1,0.1
202122,"Academic year","National","E92000001","England","Revised","Disadvantage","Non Disadvantaged Pupils","Biology","117 - 120",1,0,0,3,24,156,633,1232,2265,5540,5,15,9874,0,0,0,0.2,1.6,6.4,12.5,22.9,56.1,0,0.1,0.2
202122,"Academic year","National","E92000001","England","Revised","Disadvantage","Non Disadvantaged Pupils","Business","Less than 80",9,30,37,33,19,17,12,1,1,1,1,1,162,18.5,22.8,20.4,11.7,10.5,7.4,0.6,0.6,0.6,5.6,0.6,0.6
202122,"Academic year","National","E92000001","England","Revised","Disadvantage","Non Disadvantaged Pupils","Business","80 - 89.5",74,270,262,181,59,32,11,4,5,0,10,6,914,29.5,28.7,19.8,6.5,3.5,1.2,0.4,0.5,0,8.1,1.1,0.7
202122,"Academic year","National","E92000001","England","Revised","Disadvantage","Non Disadvantaged Pupils","Business","90 - 95.5",103,477,847,902,485,318,152,45,10,2,51,32,3424,13.9,24.7,26.3,14.2,9.3,4.4,1.3,0.3,0.1,3,1.5,0.9
202122,"Academic year","National","E92000001","England","Revised","Disadvantage","Non Disadvantaged Pupils","Business","96 - 99.5",97,496,1069,1650,1313,1033,620,234,82,29,40,75,6738,7.4,15.9,24.5,19.5,15.3,9.2,3.5,1.2,0.4,1.4,0.6,1.1
202122,"Academic year","National","E92000001","England","Revised","Disadvantage","Non Disadvantaged Pupils","Business","100 - 102",65,286,799,1534,1612,1565,1069,456,195,60,43,48,7732,3.7,10.3,19.8,20.8,20.2,13.8,5.9,2.5,0.8,0.8,0.6,0.6
202122,"Academic year","National","E92000001","England","Revised","Disadvantage","Non Disadvantaged Pupils","Business","102.5 - 104.5",60,266,665,1534,2022,2331,1986,984,492,162,50,107,10659,2.5,6.2,14.4,19,21.9,18.6,9.2,4.6,1.5,0.6,0.5,1
202122,"Academic year","National","E92000001","England","Revised","Disadvantage","Non Disadvantaged Pupils","Business","105 - 107",43,184,444,1208,1753,2634,2669,1616,944,444,40,112,12091,1.5,3.7,10,14.5,21.8,22.1,13.4,7.8,3.7,0.4,0.3,0.9
202122,"Academic year","National","E92000001","England","Revised","Disadvantage","Non Disadvantaged Pupils","Business","107.5 - 109.5",8,79,227,653,1110,2068,2611,1984,1378,795,35,93,11041,0.7,2.1,5.9,10.1,18.7,23.6,18,12.5,7.2,0.1,0.3,0.8
202122,"Academic year","National","E92000001","England","Revised","Disadvantage","Non Disadvantaged Pupils","Business","110 - 113",5,36,118,295,665,1495,2464,2281,2162,1713,20,109,11363,0.3,1,2.6,5.9,13.2,21.7,20.1,19,15.1,0,0.2,1
202122,"Academic year","National","E92000001","England","Revised","Disadvantage","Non Disadvantaged Pupils","Business","113.5 - 116.5",4,4,20,58,156,399,957,1196,1440,1680,7,57,5978,0.1,0.3,1,2.6,6.7,16,20,24.1,28.1,0.1,0.1,1
202122,"Academic year","National","E92000001","England","Revised","Disadvantage","Non Disadvantaged Pupils","Business","117 - 120",0,0,2,5,24,44,162,284,437,856,2,14,1830,0,0.1,0.3,1.3,2.4,8.9,15.5,23.9,46.8,0,0.1,0.8
202122,"Academic year","National","E92000001","England","Revised","Disadvantage","Non Disadvantaged Pupils","Chemistry","Less than 80",1,22,13,11,7,3,10,3,2,1,4,4,81,27.2,16,13.6,8.6,3.7,12.3,3.7,2.5,1.2,1.2,4.9,4.9
202122,"Academic year","National","E92000001","England","Revised","Disadvantage","Non Disadvantaged Pupils","Chemistry","80 - 89.5",8,93,137,75,31,14,10,4,5,2,12,9,400,23.3,34.3,18.8,7.8,3.5,2.5,1,1.3,0.5,2,3,2.3
202122,"Academic year","National","E92000001","England","Revised","Disadvantage","Non Disadvantaged Pupils","Chemistry","90 - 95.5",22,97,294,352,214,142,77,21,22,10,12,18,1281,7.6,23,27.5,16.7,11.1,6,1.6,1.7,0.8,1.7,0.9,1.4
202122,"Academic year","National","E92000001","England","Revised","Disadvantage","Non Disadvantaged Pupils","Chemistry","96 - 99.5",26,92,352,647,736,577,279,200,84,26,20,48,3087,3,11.4,21,23.8,18.7,9,6.5,2.7,0.8,0.8,0.6,1.6
202122,"Academic year","National","E92000001","England","Revised","Disadvantage","Non Disadvantaged Pupils","Chemistry","100 - 102",41,61,223,710,1186,1205,715,433,225,94,17,53,4963,1.2,4.5,14.3,23.9,24.3,14.4,8.7,4.5,1.9,0.8,0.3,1.1
202122,"Academic year","National","E92000001","England","Revised","Disadvantage","Non Disadvantaged Pupils","Chemistry","102.5 - 104.5",40,52,241,939,1953,2661,1847,1192,691,236,20,83,9955,0.5,2.4,9.4,19.6,26.7,18.6,12,6.9,2.4,0.4,0.2,0.8
202122,"Academic year","National","E92000001","England","Revised","Disadvantage","Non Disadvantaged Pupils","Chemistry","105 - 107",48,43,194,831,2493,4119,3659,2563,1706,751,31,97,16535,0.3,1.2,5,15.1,24.9,22.1,15.5,10.3,4.5,0.3,0.2,0.6
202122,"Academic year","National","E92000001","England","Revised","Disadvantage","Non Disadvantaged Pupils","Chemistry","107.5 - 109.5",54,20,93,493,2256,4445,5180,4052,3226,1664,33,68,21584,0.1,0.4,2.3,10.5,20.6,24,18.8,14.9,7.7,0.3,0.2,0.3
202122,"Academic year","National","E92000001","England","Revised","Disadvantage","Non Disadvantaged Pupils","Chemistry","110 - 113",38,14,50,329,1756,4518,6840,7079,6542,4792,38,71,32067,0,0.2,1,5.5,14.1,21.3,22.1,20.4,14.9,0.1,0.1,0.2
202122,"Academic year","National","E92000001","England","Revised","Disadvantage","Non Disadvantaged Pupils","Chemistry","113.5 - 116.5",14,0,9,73,489,1698,3465,4868,5910,7258,30,25,23839,0,0,0.3,2.1,7.1,14.5,20.4,24.8,30.4,0.1,0.1,0.1
202122,"Academic year","National","E92000001","England","Revised","Disadvantage","Non Disadvantaged Pupils","Chemistry","117 - 120",3,0,1,5,67,241,690,1291,2302,5240,8,12,9860,0,0,0.1,0.7,2.4,7,13.1,23.3,53.1,0,0.1,0.1
202122,"Academic year","National","E92000001","England","Revised","Disadvantage","Non Disadvantaged Pupils","Classical Civilisation","Less than 80",0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,100,0,0,0,0,0,0
202122,"Academic year","National","E92000001","England","Revised","Disadvantage","Non Disadvantaged Pupils","Classical Civilisation","80 - 89.5",0,3,1,4,1,0,0,0,0,0,0,0,9,33.3,11.1,44.4,11.1,0,0,0,0,0,0,0,0
202122,"Academic year","National","E92000001","England","Revised","Disadvantage","Non Disadvantaged Pupils","Classical Civilisation","90 - 95.5",1,2,1,3,4,2,0,0,0,0,0,0,13,15.4,7.7,23.1,30.8,15.4,0,0,0,0,7.7,0,0
202122,"Academic year","National","E92000001","England","Revised","Disadvantage","Non Disadvantaged Pupils","Classical Civilisation","96 - 99.5",1,2,5,12,8,4,1,1,0,0,0,2,36,5.6,13.9,33.3,22.2,11.1,2.8,2.8,0,0,2.8,0,5.6
202122,"Academic year","National","E92000001","England","Revised","Disadvantage","Non Disadvantaged Pupils","Classical Civilisation","100 - 102",0,2,3,9,8,8,4,1,3,0,0,3,41,4.9,7.3,22,19.5,19.5,9.8,2.4,7.3,0,0,0,7.3
202122,"Academic year","National","E92000001","England","Revised","Disadvantage","Non Disadvantaged Pupils","Classical Civilisation","102.5 - 104.5",1,5,6,10,8,17,16,6,6,4,1,9,89,5.6,6.7,11.2,9,19.1,18,6.7,6.7,4.5,1.1,1.1,10.1
202122,"Academic year","National","E92000001","England","Revised","Disadvantage","Non Disadvantaged Pupils","Classical Civilisation","105 - 107",0,3,6,9,25,10,24,16,15,3,1,9,121,2.5,5,7.4,20.7,8.3,19.8,13.2,12.4,2.5,0,0.8,7.4
202122,"Academic year","National","E92000001","England","Revised","Disadvantage","Non Disadvantaged Pupils","Classical Civilisation","107.5 - 109.5",0,1,2,4,16,32,26,29,21,13,1,7,152,0.7,1.3,2.6,10.5,21.1,17.1,19.1,13.8,8.6,0,0.7,4.6
202122,"Academic year","National","E92000001","England","Revised","Disadvantage","Non Disadvantaged Pupils","Classical Civilisation","110 - 113",1,0,2,7,18,31,39,43,39,39,0,8,227,0,0.9,3.1,7.9,13.7,17.2,18.9,17.2,17.2,0.4,0,3.5
202122,"Academic year","National","E92000001","England","Revised","Disadvantage","Non Disadvantaged Pupils","Classical Civilisation","113.5 - 116.5",0,0,1,5,3,19,35,57,42,63,1,9,235,0,0.4,2.1,1.3,8.1,14.9,24.3,17.9,26.8,0,0.4,3.8
202122,"Academic year","National","E92000001","England","Revised","Disadvantage","Non Disadvantaged Pupils","Classical Civilisation","117 - 120",1,0,0,2,3,2,9,14,12,51,0,5,99,0,0,2,3,2,9.1,14.1,12.1,51.5,1,0,5.1
202122,"Academic year","National","E92000001","England","Revised","Disadvantage","Non Disadvantaged Pupils","Classical Greek","102.5 - 104.5",0,0,0,0,0,0,1,0,1,0,0,0,2,0,0,0,0,0,50,0,50,0,0,0,0
202122,"Academic year","National","E92000001","England","Revised","Disadvantage","Non Disadvantaged Pupils","Classical Greek","105 - 107",0,0,0,0,0,3,1,1,0,0,0,1,6,0,0,0,0,50,16.7,16.7,0,0,0,0,16.7
202122,"Academic year","National","E92000001","England","Revised","Disadvantage","Non Disadvantaged Pupils","Classical Greek","107.5 - 109.5",0,0,0,1,0,0,1,0,1,2,0,0,5,0,0,20,0,0,20,0,20,40,0,0,0
202122,"Academic year","National","E92000001","England","Revised","Disadvantage","Non Disadvantaged Pupils","Classical Greek","110 - 113",0,0,1,0,0,1,0,6,6,0,0,0,14,0,7.1,0,0,7.1,0,42.9,42.9,0,0,0,0
202122,"Academic year","National","E92000001","England","Revised","Disadvantage","Non Disadvantaged Pupils","Classical Greek","113.5 - 116.5",0,0,0,1,2,1,3,7,5,11,1,6,37,0,0,2.7,5.4,2.7,8.1,18.9,13.5,29.7,0,2.7,16.2
202122,"Academic year","National","E92000001","England","Revised","Disadvantage","Non Disadvantaged Pupils","Classical Greek","117 - 120",0,0,0,0,0,0,1,5,8,15,0,8,37,0,0,0,0,0,2.7,13.5,21.6,40.5,0,0,21.6
202122,"Academic year","National","E92000001","England","Revised","Disadvantage","Non Disadvantaged Pupils","Computer Science","Less than 80",22,29,20,14,19,12,9,5,0,0,1,0,131,22.1,15.3,10.7,14.5,9.2,6.9,3.8,0,0,16.8,0.8,0
202122,"Academic year","National","E92000001","England","Revised","Disadvantage","Non Disadvantaged Pupils","Computer Science","80 - 89.5",90,177,102,61,30,19,10,3,1,0,9,1,503,35.2,20.3,12.1,6,3.8,2,0.6,0.2,0,17.9,1.8,0.2
202122,"Academic year","National","E92000001","England","Revised","Disadvantage","Non Disadvantaged Pupils","Computer Science","90 - 95.5",160,409,418,287,202,115,56,35,10,2,14,13,1721,23.8,24.3,16.7,11.7,6.7,3.3,2,0.6,0.1,9.3,0.8,0.8
202122,"Academic year","National","E92000001","England","Revised","Disadvantage","Non Disadvantaged Pupils","Computer Science","96 - 99.5",165,462,690,700,577,368,218,106,33,11,20,33,3383,13.7,20.4,20.7,17.1,10.9,6.4,3.1,1,0.3,4.9,0.6,1
202122,"Academic year","National","E92000001","England","Revised","Disadvantage","Non Disadvantaged Pupils","Computer Science","100 - 102",89,341,665,843,787,639,431,187,107,26,15,38,4168,8.2,16,20.2,18.9,15.3,10.3,4.5,2.6,0.6,2.1,0.4,0.9
